entity_id,site_id,entity_name,entity_status,corresponding_current,persist_id,depth_ref,geology,rock_age,wokam,vegetation_type,land_use,copernicus_lcc,cover_type,cover_thickness,host_rock_trace_elements,drip_water_trace_elements,distance_entrance,speleothem_type,drip_type,drip_height,d13C,d18O,iso_std,d18O_water_equilibrium,d18O_dripwater_carbonate_difference,organics,fluid_inclusions,mineralogy_petrology_fabric,clumped_isotopes,noble_gas_temperatures,C14,ODL,Sr_Ca,Sr_Ca_method,Sr_Ca_std,Sr_Ca_downsampled,Sr_Ca_downsampling_method,Mg_Ca,Mg_Ca_method,Mg_Ca_std,Mg_Ca_downsampled,Mg_Ca_downsampling_method,Ba_Ca,Ba_Ca_method,Ba_Ca_std,Ba_Ca_downsampled,Ba_Ca_downsampling_method,U_Ca,U_Ca_method,U_Ca_std,U_Ca_downsampled,U_Ca_downsampling_method,P_Ca,P_Ca_method,P_Ca_std,P_Ca_downsampled,P_Ca_downsampling_method,Sr_isotopes,Sr_isotopes_method,Sr_isotopes_std,trace_elements_datafile,trace_elements_metadatafile,cave_map,entity_scan,added_in_release_id,last_modified_release_id,data_DOI_URL
408,191,DIB-1,current,,191-DIB1,from base,limestone,Carboniferous,continuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",thick,30.0,no,no,1750.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/15072
409,191,DIB-2,current,,191-DIB2,from base,limestone,Carboniferous,continuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",thick,30.0,no,no,1750.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/15072
410,192,ELC_composite,current,,192-ELC-COMP,from top,unknown,unknown,,unknown,unknown,herbaceous vegetation,unknown,,,,,composite,not applicable,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/13836
411,193,FR16,current,,193-FR16,from top,limestone,Jurassic,continuous carbonate,unknown,forest,"closed forest, deciduous broad leaf",unknown,600.0,no,yes,300.0,stalagmite,seepage flow,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
412,194,GC_2,current,,194-GC2,from base,unknown,unknown,discontinuous carbonate,unknown,unknown,herbaceous vegetation,unknown,,no,no,,stalagmite,unknown,,yes,yes,PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.geosociety.org/datarepository/2007/2007154.pdf
413,194,GC_3,current,,194-GC3,from base,unknown,unknown,discontinuous carbonate,unknown,unknown,herbaceous vegetation,unknown,,no,no,,stalagmite,unknown,,yes,yes,PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.geosociety.org/datarepository/2007/2007154.pdf
414,195,HC-1,current,,195-HC1,from top,limestone,Pleistocene,continuous carbonate,unknown,unknown,"open forest, other",unknown,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,no,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
415,152,H14,current,,152-H14,from top,limestone,Cretaceous,continuous carbonate,barren,limited or no use,bare / sparse vegetation,thin,,no,no,,stalagmite,seasonal drip,,no,yes,Vienna-PDB,no,,no,yes,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/9957
416,196,K1,current,,196-K1,from base,limestone,Cretaceous,,shrubland,limited or no use,herbaceous vegetation,patchy,,unknown,unknown,80.0,stalagmite,seasonal drip,,yes,yes,Vienna-PDB,no,,no,yes,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
417,197,KC1,current,,197-KC1,from top,limestone,Cretaceous,continuous carbonate,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,,no,no,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,unknown,unknown,yes,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/12279
418,155,KNI-51-A1,current,,155-KNI51A1,from base,limestone,Devonian,continuous carbonate,other (see notes),unknown,"open forest, deciduous broad leaf",patchy,15.0,unknown,unknown,500.0,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/20530
419,155,KNI-51-P,current,,155-KNI51P,from base,limestone,Devonian,continuous carbonate,other (see notes),unknown,"open forest, deciduous broad leaf",patchy,15.0,unknown,unknown,500.0,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/20530
420,198,A1,current,,198-A1,from top,dolomite limestone,Ordovician,continuous carbonate,unknown,unknown,"open forest, evergreen broad leaf",unknown,,no,no,120.0,stalagmite,unknown,,yes,yes,Vienna-PDB,yes,,no,no,yes,no,no,unknown,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
421,199,Lynds_BCD,current,,199-LYNDSBCD,from top,limestone,Ordovician,,evergreen,forest,"closed forest, evergreen broad leaf",unknown,,no,no,500.0,stalagmite,unknown,,yes,yes,PDB,no,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/5435
422,200,MC08-1,current,,200-MC081,from top,limestone,Carboniferous,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,160.0,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/23097
423,201,MND-S1,current,,201-MNDS1,from base,calcarenite,Pleistocene,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",thick,20.0,no,no,60.0,stalagmite,unknown,2.0,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,yes,unknown,NIST SRM 612,Yes-SISAL downsampled,Binned average,yes,LA-ICP-MS,NIST SRM 612,Yes-SISAL downsampled,Binned average,yes,LA-ICP-MS,NIST SRM 612,Yes-SISAL downsampled,Binned average,yes,LA-ICP-MS,NIST SRM 612,Yes-SISAL downsampled,Binned average,yes,unknown,,Yes-SISAL downsampled,Binned average,no,,,yes,no,no,yes,1,1,https://www.ncdc.noaa.gov/paleo/study/6106
424,3,Paraiso composite,current,,3-PARAISO-COMP,from top,limestone,Carboniferous,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,,,,composite,not applicable,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
425,202,MN1,current,,202-MN1,from top,dolomite limestone,Jurassic,continuous carbonate,unknown,unknown,herbaceous vegetation,unknown,1000.0,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
426,202,GG1,current,,202-GG1,from top,dolomite limestone,Jurassic,continuous carbonate,unknown,unknown,herbaceous vegetation,unknown,640.0,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
427,202,IS1,current,,202-IS1,from top,dolomite limestone,Jurassic,continuous carbonate,unknown,unknown,herbaceous vegetation,unknown,550.0,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
428,203,PP10,current,,203-PP10,from base,limestone,Cretaceous,continuous carbonate,unknown,forest,"closed forest, deciduous broad leaf",patchy,30.0,unknown,unknown,150.0,stalagmite,seepage flow,,yes,yes,PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/5540
429,141,SO-17A,current,,141-SO17A,from top,limestone,Cretaceous,,deciduous,forest,"closed forest, deciduous broad leaf",thin,,no,no,,stalagmite,unknown,40.0,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
430,205,SBE3,current partially modified,896,205-SBE3,from top,unknown,unknown,continuous carbonate,evergreen,forest,"open forest, other",thick,30.0,,,300.0,stalagmite,seasonal drip,,no,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
431,206,SMT5,current,,206-SMT5,from top,unknown,unknown,continuous carbonate,evergreen,forest,"open forest, other",thick,30.0,no,no,300.0,stalagmite,seasonal drip,,no,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,10.1594/PANGAEA.924810
432,207,Sha-2,current,,207-SHA2,from top,dolomite limestone,Triassic,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,no,no,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
433,207,Sha-3,current,,207-SHA3,from top,dolomite limestone,Triassic,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,no,no,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
434,207,Sha-composite,current,,207-SHA-COMP,not applicable,dolomite limestone,Triassic,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,no,no,,composite,not applicable,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
435,57,SG93,current,,57-SG93,from base,marble,unknown,continuous carbonate,other (see notes),limited or no use,herbaceous vegetation,thin,100.0,unknown,unknown,,stalagmite,seepage flow,,yes,yes,PDB,yes,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
436,208,TA12-2,current,,208-TA122,from top,other (see notes),Miocene,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,no,no,105.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/23790
437,209,Uluu2,current,,209-ULUU2,from top,limestone,Devonian,discontinuous carbonate,unknown,unknown,herbaceous vegetation,unknown,35.0,no,no,100.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
438,210,WMC1,current,,210-WMC1,from top,marble,Permian,,unknown,unknown,permanent water bodies,unknown,36.0,unknown,unknown,250.0,stalagmite,unknown,,yes,yes,Vienna-PDB,yes,,yes,no,no,yes,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,yes,TIMS,other (see notes),yes,no,yes,yes,1,1,https://www.ncei.noaa.gov/access/paleo-search/study/32012; https://www.ncdc.noaa.gov/paleo/study/22270
439,211,X3,current,,211-X3,from top,dolomite limestone,Devonian,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,no,no,320.0,stalagmite,unknown,,yes,yes,Vienna-PDB,no,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/syntrace/speleothem/cave-xiangshui-x3.txt
440,204,GU-Xi-1,current,,204-GUXI1,from top,limestone,Cretaceous,,unknown,forest,"closed forest, evergreen broad leaf",unknown,100.0,no,no,250.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://media.nature.com/original/nature-assets/ncomms/2015/150714/ncomms8627/extref/ncomms8627-s2.xls
441,175,YB,current,,175-YB,from top,dolomite limestone,Cambrian,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,no,no,100.0,stalagmite,unknown,,yes,yes,Vienna-PDB,no,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/syntrace/speleothem/cave-yaoba-don-yb1.txt
442,39,DA_2005,current,,39-DA,from top,limestone,Pleistocene,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,unknown,unknown,500.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
443,183,CG,current,,183-CG,from top,unknown,Jurassic,continuous carbonate,unknown,forest,"closed forest, evergreen broad leaf",thick,150.0,no,no,1500.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
444,149,DM05-01,current,,149-DM0501,from top,limestone,Triassic,continuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,43.0,no,no,180.0,stalagmite,seasonal drip,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
445,49,ML2,current,,49-ML2,from top,dolomite limestone,Permian,,evergreen,forest,"open forest, other",unknown,50.0,no,no,25.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,https://www.ncdc.noaa.gov/paleo/study/20290
446,39,D4_2005,current partially modified,115; 701,39-D4,from top,limestone,Pleistocene,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,100.0,unknown,unknown,500.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
447,10,JAR4,current partially modified,707,10-JAR4,from top,dolomite,unknown,continuous carbonate,deciduous,forest,"closed forest, other",patchy,10.0,no,yes,150.0,stalagmite,seasonal drip,10.0,yes,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,10.1594/PANGAEA.905143
448,10,JAR1,current,,10-JAR1,from top,dolomite,unknown,continuous carbonate,deciduous,forest,"closed forest, other",patchy,10.0,no,yes,150.0,stalagmite,seasonal drip,10.0,yes,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,10.1594/PANGAEA.905143
449,10,JAR_composite,current,,10-JAR-COMP,from top,dolomite,unknown,continuous carbonate,deciduous,forest,"closed forest, other",patchy,,no,yes,,composite,not applicable,10.0,no,yes,Vienna-PDB,yes,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,no,1,1,10.1594/PANGAEA.905143
450,102,K1,current,,102-K1,from top,dolomite limestone,Precambrian,,mixed (see notes),limited or no use,"closed forest, evergreen needle leaf",thin,13.0,no,no,200.0,stalagmite,seasonal drip,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
451,12,MAW-0201,current,,12-MAW0201,from top,mixed (see notes),Eocene,continuous carbonate,grassland,other (see notes),"closed forest, evergreen broad leaf",thin,70.0,unknown,unknown,700.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,yes,unknown,,,,yes,LA-ICP-MS,NIST SRM 612,Yes-author downsampled,Gaussian kernel,yes,LA-ICP-MS,NIST SRM 612,Yes-author downsampled,Gaussian kernel,yes,LA-ICP-MS,NIST SRM 612,Yes-author downsampled,Gaussian kernel,no,,,,,no,,,yes,no,yes,yes,1,1,
452,212,PEK_composite,current,,212-PEK-COMP,from top,limestone,Cretaceous,continuous carbonate,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,20.0,no,no,,composite,not applicable,,yes,yes,PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/5423
453,212,PEK 10,current,,212-PEK10,from top,limestone,Cretaceous,continuous carbonate,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,20.0,no,no,,stalactite,seasonal drip,,no,no,,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
454,212,PEK 9,current,,212-PEK9,from top,limestone,Cretaceous,continuous carbonate,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,20.0,no,no,,stalactite,seasonal drip,,no,no,,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
455,212,PEK 6,current,,212-PEK6,from top,limestone,Cretaceous,continuous carbonate,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,20.0,no,no,,stalagmite,seasonal drip,,no,no,,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
456,141,SO-2,current,,141-SO2,from top,limestone,Cretaceous,,deciduous,forest,"closed forest, deciduous broad leaf",thin,,no,no,,stalagmite,unknown,40.0,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
457,213,1152,current,,213-1152,from top,limestone,Eocene,,deciduous,mixed (see notes),"closed forest, deciduous broad leaf",unknown,190.0,no,yes,625.0,stalagmite,unknown,5.0,yes,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,10.1594/PANGAEA.892728
458,214,C126-117,current,,214-C126117,from base,limestone,other (see notes),continuous carbonate,grassland,forest,herbaceous vegetation,thin,54.0,no,no,54.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/15075
459,214,C126-118,current,,214-C126118,from base,limestone,other (see notes),continuous carbonate,grassland,forest,herbaceous vegetation,thin,54.0,no,no,54.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/15075
460,215,Cha2_2018,superseded,588,215-CHA2,from top,dolomite,Jurassic,,unknown,unknown,"closed forest, mixed",unknown,,no,no,300.0,stalagmite,seasonal drip,,no,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
461,216,D1,current,,216-D1,from top,unknown,unknown,discontinuous carbonate,unknown,forest,"open forest, other",thin,,no,no,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
462,216,D2,current,,216-D2,from top,unknown,unknown,discontinuous carbonate,unknown,forest,"open forest, other",thin,,no,no,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
463,217,EM1,current,,217-EM1,from top,limestone,Ordovician,continuous carbonate,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,100.0,no,no,150.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
464,135,GP5,current,,135-GP5,from top,dolomite,Jurassic,,unknown,unknown,"closed forest, other",unknown,,no,yes,50.0,stalagmite,seasonal drip,0.6,no,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,yes,,no,yes,1,1,https://www.ncei.noaa.gov/access/paleo-search/study/15894
465,218,NH6,current,,218-NH6,from top,limestone,Ordovician,discontinuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",unknown,20.0,no,no,100.0,stalagmite,unknown,,yes,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
466,218,NH33,current,,218-NH33,from top,limestone,Ordovician,discontinuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",unknown,20.0,no,no,100.0,stalagmite,unknown,,yes,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
467,219,SN17,superseded,727,219-SN17,from top,dolomite limestone,Carboniferous,,trees and shrubs,unknown,cultivated and managed vegetation / agriculture,unknown,50.0,no,no,200.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,
468,220,BN-1,current,,220-BN1,from top,limestone,Ordovician,discontinuous carbonate,unknown,unknown,"closed forest, deciduous broad leaf",unknown,,no,no,,stalagmite,unknown,,no,yes,PDB,no,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
469,221,LAVI-4,current partially modified,811,221-LAVI4,from top,limestone,Pleistocene,,evergreen,other (see notes),,unknown,,no,no,50.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,unknown,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,10.5194/cp-14-1881-2018-supplement
470,222,PATA-1,current,,222-PATA1,from top,limestone,Pleistocene,,unknown,unknown,,unknown,,no,no,200.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,10.5194/cp-14-1881-2018-supplement
471,223,WX42B,current,,223-WX42B,from top,limestone,Silurian,discontinuous carbonate,unknown,unknown,"closed forest, other",unknown,,no,no,1000.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/8629
472,224,XL16,current,,224-XL16,from top,dolomite,Precambrian,discontinuous carbonate,unknown,unknown,"open forest, other",,,,,,stalagmite,seepage flow,,yes,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/23870
473,224,XL2,current,,224-XL2,from top,dolomite,Precambrian,discontinuous carbonate,unknown,unknown,"open forest, other",,,,,,stalagmite,seepage flow,,yes,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/23870
474,224,XL26,current,,224-XL26,from top,dolomite,Precambrian,discontinuous carbonate,unknown,unknown,"open forest, other",,,,,,stalagmite,seepage flow,,yes,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/23870
475,39,DA_2009,current partially modified,442,39-DA,from top,limestone,Pleistocene,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,,unknown,unknown,500.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
476,12,ML.1,current,,12-ML1,from top,mixed (see notes),Eocene,continuous carbonate,grassland,other (see notes),"closed forest, evergreen broad leaf",thin,,,,700.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,
477,12,ML.2,current,,12-ML2,from top,mixed (see notes),Eocene,continuous carbonate,grassland,other (see notes),"closed forest, evergreen broad leaf",thin,,,,700.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,yes,1,1,
478,54,SAH-2,current,,54-SAH2,from top,unknown,unknown,discontinuous carbonate,grassland,limited or no use,cultivated and managed vegetation / agriculture,thin,,,,,stalagmite,seasonal drip,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
479,54,SAH-3,current,,54-SAH3,from top,unknown,unknown,discontinuous carbonate,grassland,limited or no use,cultivated and managed vegetation / agriculture,thin,,,,,stalagmite,seasonal drip,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
480,54,SAH-6,current,,54-SAH6,from top,unknown,unknown,discontinuous carbonate,grassland,limited or no use,cultivated and managed vegetation / agriculture,thin,,,,,stalagmite,seasonal drip,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
