entity_id,site_id,entity_name,entity_status,corresponding_current,persist_id,depth_ref,geology,rock_age,wokam,vegetation_type,land_use,copernicus_lcc,cover_type,cover_thickness,host_rock_trace_elements,drip_water_trace_elements,distance_entrance,speleothem_type,drip_type,drip_height,d13C,d18O,iso_std,d18O_water_equilibrium,d18O_dripwater_carbonate_difference,organics,fluid_inclusions,mineralogy_petrology_fabric,clumped_isotopes,noble_gas_temperatures,C14,ODL,Sr_Ca,Sr_Ca_method,Sr_Ca_std,Sr_Ca_downsampled,Sr_Ca_downsampling_method,Mg_Ca,Mg_Ca_method,Mg_Ca_std,Mg_Ca_downsampled,Mg_Ca_downsampling_method,Ba_Ca,Ba_Ca_method,Ba_Ca_std,Ba_Ca_downsampled,Ba_Ca_downsampling_method,U_Ca,U_Ca_method,U_Ca_std,U_Ca_downsampled,U_Ca_downsampling_method,P_Ca,P_Ca_method,P_Ca_std,P_Ca_downsampled,P_Ca_downsampling_method,Sr_isotopes,Sr_isotopes_method,Sr_isotopes_std,trace_elements_datafile,trace_elements_metadatafile,cave_map,entity_scan,added_in_release_id,last_modified_release_id,data_DOI_URL
227,104,LR06-B3_2016,current partially modified,367,104-LR06B3,from top,limestone,Miocene,discontinuous carbonate,unknown,unknown,"open forest, evergreen broad leaf",unknown,40.0,,,800.0,stalagmite,unknown,,yes,yes,Vienna-PDB,yes,,no,yes,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/20285
228,113,PX7_2015,superseded,612,113-PX7,from top,limestone,Precambrian,continuous carbonate,unknown,unknown,shrubs,unknown,,no,no,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,10.1594/PANGAEA.847283
229,114,Ach-1,current,,114-ACH1,from top,limestone,Jurassic,continuous carbonate,unknown,farmland,cultivated and managed vegetation / agriculture,thin,30.0,no,yes,200.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
230,115,HOL-7,current,,115-HOL7,from top,limestone,Cretaceous,continuous carbonate,sparse,unknown,"open forest, evergreen needle leaf",thin,,,,850.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,yes,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/18155
231,115,HOL-16,current,,115-HOL16,from top,limestone,Cretaceous,continuous carbonate,sparse,unknown,"open forest, evergreen needle leaf",thin,,,,850.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/18155
232,115,HOL-17,current,,115-HOL17,from top,limestone,Cretaceous,continuous carbonate,sparse,unknown,"open forest, evergreen needle leaf",thin,,,,850.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/18155
233,115,HOL-18,current,,115-HOL18,from top,limestone,Cretaceous,continuous carbonate,sparse,unknown,"open forest, evergreen needle leaf",thin,,,,850.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/18155
234,115,HOL-16-17,current,,115-HOL1617-COMP,from top,limestone,Cretaceous,continuous carbonate,sparse,unknown,"open forest, evergreen needle leaf",thin,,,,850.0,composite,not applicable,,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/18155
235,115,HOL-comp,current,,115-HOL-COMP,from top,limestone,Cretaceous,continuous carbonate,sparse,unknown,"open forest, evergreen needle leaf",thin,,,,850.0,composite,not applicable,,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/18155
236,115,HOL-10,current,,115-HOL10,from top,limestone,Cretaceous,continuous carbonate,sparse,unknown,"open forest, evergreen needle leaf",thin,,,,850.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,unknown,no,no,unknown,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/19219
237,116,BA04,current,,116-BA04,from top,limestone,Miocene,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",thin,,yes,yes,500.0,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/5538
238,116,BA03_decadal,current partially modified,285,116-BA03,from top,limestone,Miocene,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",thin,,yes,yes,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/19885
239,116,BA02,current,,116-BA02,from top,limestone,Miocene,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",thin,,yes,yes,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/14515
240,117,Bu1,current partially modified,885,117-BU1,from top,limestone,Devonian,discontinuous carbonate,deciduous,mixed (see notes),urban / built up,thin,23.0,unknown,unknown,30.0,stalagmite,seasonal drip,,yes,yes,Vienna-PDB,no,,no,yes,yes,yes,yes,yes,no,no,,,,,yes,LA-ICP-MS,NIST SRM 612,Yes-SISAL downsampled,other (see notes),no,,,,,no,,,,,no,,,,,no,,,no,no,yes,yes,1,1,https://www.ncdc.noaa.gov/paleo/study/20589
241,117,Bu2_2012,current partially modified,596,117-BU2,from top,limestone,Devonian,discontinuous carbonate,deciduous,mixed (see notes),urban / built up,thin,,unknown,unknown,,stalagmite,seasonal drip,,yes,yes,Vienna-PDB,no,,no,no,yes,yes,no,no,no,no,,,,,yes,LA-ICP-MS,NIST SRM 612,Yes-SISAL downsampled,other (see notes),no,,,,,no,,,,,no,,,,,no,,,no,no,yes,yes,1,1,https://www.ncdc.noaa.gov/paleo/study/20589
242,117,Bu4,current partially modified,886,117-BU4,from top,limestone,Devonian,discontinuous carbonate,deciduous,mixed (see notes),urban / built up,thin,23.0,unknown,unknown,40.0,stalagmite,mixed,,yes,yes,Vienna-PDB,no,,no,yes,yes,yes,yes,yes,no,no,,,,,yes,LA-ICP-MS,NIST SRM 612,Yes-SISAL downsampled,other (see notes),no,,,,,no,,,,,no,,,,,no,,,no,no,yes,yes,1,1,https://www.ncdc.noaa.gov/paleo/study/20589
243,117,Bu6,current,,117-BU6,from top,limestone,Devonian,discontinuous carbonate,deciduous,mixed (see notes),urban / built up,thin,,unknown,unknown,,flowstone,seasonal drip,,yes,yes,Vienna-PDB,no,,no,no,yes,no,yes,no,no,no,,,,,yes,LA-ICP-MS,NIST SRM 612,Yes-SISAL downsampled,other (see notes),no,,,,,no,,,,,no,,,,,no,,,no,no,yes,yes,1,1,https://www.ncdc.noaa.gov/paleo/study/20589
244,117,BuStack,current,,117-BUSTACK-COMP,from top,limestone,Devonian,discontinuous carbonate,deciduous,mixed (see notes),urban / built up,thin,,unknown,unknown,,composite,not applicable,,no,yes,Vienna-PDB,no,,no,unknown,yes,unknown,unknown,unknown,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,no,1,1,
245,118,FC12-12,current,,118-FC1212,from top,limestone,unknown,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",unknown,,yes,no,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
246,118,FC12-14,current,,118-FC1214,from top,limestone,unknown,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",unknown,,yes,no,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
247,118,FC12-15,current,,118-FC1215,from top,limestone,unknown,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",unknown,,yes,no,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
248,119,ASR,current,,119-ASR,from top,unknown,unknown,discontinuous carbonate,unknown,unknown,"open forest, other",unknown,40.0,no,no,,stalagmite,unknown,,no,yes,Vienna-PDB,no,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/20082
249,119,ASM,current,,119-ASM,from top,unknown,unknown,discontinuous carbonate,unknown,unknown,"open forest, other",unknown,40.0,no,no,,stalagmite,unknown,,no,yes,Vienna-PDB,no,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/20082
250,120,HOR,current,,120-HOR,from base,dolomite limestone,Cretaceous,continuous carbonate,shrubland,forest,herbaceous vegetation,thin,10.0,no,no,,stalagmite,seasonal drip,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,yes,no,1,1,
251,120,ARTEMISA,current,,120-ARTEMISA,from base,dolomite limestone,Cretaceous,continuous carbonate,shrubland,forest,herbaceous vegetation,thin,10.0,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,yes,solution ICP-AES,standard stock solutions of known concentrations,No-aliquots of same powder used for stable isotope and trace element measurements,,no,,,,,no,,,,,no,,,,,no,,,no,no,yes,yes,1,1,https://www.ncei.noaa.gov/access/paleo-search/study/24490
252,121,TKS,current,,121-TKS,from top,other (see notes),Jurassic,,shrubland,other (see notes),herbaceous vegetation,thin,,no,no,,flowstone,unknown,,yes,yes,Vienna-PDB,unknown,2.6,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,
253,122,HS4_2008,current partially modified,254,122-HS4,from top,dolomite,Cambrian,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,400.0,no,no,150.0,stalagmite,unknown,,yes,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/6095
254,122,HS4_2013,current partially modified,253,122-HS4,from top,dolomite,Cambrian,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,400.0,no,no,150.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/14312
255,123,MB-2,current,,123-MB2,from top,limestone,Jurassic,continuous carbonate,barren,limited or no use,bare / sparse vegetation,barren,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/13868
256,123,MB-3,current,,123-MB3,from top,limestone,Jurassic,continuous carbonate,barren,limited or no use,bare / sparse vegetation,barren,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/13868
257,123,MB-5,current,,123-MB5,from top,limestone,Jurassic,continuous carbonate,barren,limited or no use,bare / sparse vegetation,barren,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,yes,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/13868
258,123,MB-6,current,,123-MB6,from top,limestone,Jurassic,continuous carbonate,barren,limited or no use,bare / sparse vegetation,barren,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/13868
259,124,PC-1,current,,124-PC1,from top,limestone,Devonian,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,no,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
260,125,MF-3,current,,125-MF3,from top,limestone,Cretaceous,continuous carbonate,sparse,limited or no use,herbaceous vegetation,thin,20.0,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,unknown,unknown,yes,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,yes,,no,yes,1,1,https://www.ncei.noaa.gov/access/paleo-search/study/19744
261,58,SPA121,current partially modified,729,58-SPA121,from top,marble,Jurassic,continuous carbonate,other (see notes),other (see notes),bare / sparse vegetation,patchy,20.0,,,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,unknown,unknown,yes,unknown,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,yes,1,1,https://www.ncdc.noaa.gov/paleo/study/6212
262,126,TC1,current,,126-TC1,from top,limestone,Precambrian,discontinuous carbonate,unknown,forest,"closed forest, evergreen needle leaf",unknown,,no,no,12.1,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,yes,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
263,127,XBL-3,current,,127-XBL3,from base,unknown,unknown,continuous carbonate,unknown,unknown,"open forest, other",unknown,,no,no,350.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,http://www.pnas.org/content/suppl/2015/02/18/1424035112.DCSupplemental/pnas.1424035112.sapp.pdf
264,127,XBL-4,current,,127-XBL4,from base,unknown,unknown,continuous carbonate,unknown,unknown,"open forest, other",unknown,,no,no,350.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,http://www.pnas.org/content/suppl/2015/02/18/1424035112.DCSupplemental/pnas.1424035112.sapp.pdf
265,127,XBL-7,current,,127-XBL7,from base,unknown,unknown,continuous carbonate,unknown,unknown,"open forest, other",unknown,,no,no,350.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,http://www.pnas.org/content/suppl/2015/02/18/1424035112.DCSupplemental/pnas.1424035112.sapp.pdf
266,127,XBL-26,current,,127-XBL26,from base,unknown,unknown,continuous carbonate,unknown,unknown,"open forest, other",unknown,,no,no,350.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,http://www.pnas.org/content/suppl/2015/02/18/1424035112.DCSupplemental/pnas.1424035112.sapp.pdf
267,127,XBL-27,current,,127-XBL27,from base,unknown,unknown,continuous carbonate,unknown,unknown,"open forest, other",unknown,,no,no,350.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,http://www.pnas.org/content/suppl/2015/02/18/1424035112.DCSupplemental/pnas.1424035112.sapp.pdf
268,127,XBL-29,current,,127-XBL29,from base,unknown,unknown,continuous carbonate,unknown,unknown,"open forest, other",unknown,,no,no,350.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,http://www.pnas.org/content/suppl/2015/02/18/1424035112.DCSupplemental/pnas.1424035112.sapp.pdf
269,127,XBL-48,current,,127-XBL48,from base,unknown,unknown,continuous carbonate,unknown,unknown,"open forest, other",unknown,,no,no,350.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,http://www.pnas.org/content/suppl/2015/02/18/1424035112.DCSupplemental/pnas.1424035112.sapp.pdf
270,127,XBL-65,current,,127-XBL65,from base,unknown,unknown,continuous carbonate,unknown,unknown,"open forest, other",unknown,,no,no,350.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,http://www.pnas.org/content/suppl/2015/02/18/1424035112.DCSupplemental/pnas.1424035112.sapp.pdf
271,128,BCC-2,current,,128-BCC2,from top,limestone,unknown,discontinuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",unknown,35.0,unknown,unknown,1000.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,no,no,unknown,yes,solution ICP-MS,unknown,No-not applicable,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,yes,no,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/9741
272,128,BCC-4,current,,128-BCC4,from top,limestone,unknown,discontinuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",unknown,35.0,unknown,unknown,1000.0,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,no,no,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/9741 
273,128,BCC-6,current,,128-BCC6,from top,limestone,unknown,discontinuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",unknown,35.0,unknown,unknown,1000.0,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,no,no,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/9741 
274,128,BCC-8,current,,128-BCC8,from top,limestone,unknown,discontinuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",unknown,35.0,unknown,unknown,1000.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
275,128,BCC-10_2014,superseded,682,128-BCC10,from top,limestone,unknown,discontinuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",unknown,35.0,unknown,unknown,1000.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
276,128,BCC_composite,current,,128-BCC-COMP,from top,limestone,unknown,discontinuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",unknown,35.0,unknown,unknown,1000.0,composite,not applicable,,no,yes,Vienna-PDB,unknown,,unknown,unknown,unknown,unknown,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
277,129,CR1,current,,129-CR1,from top,dolomite limestone,Pleistocene,continuous carbonate,evergreen,farmland,urban / built up,thin,4.0,unknown,unknown,250.0,stalagmite,seepage flow,,yes,yes,Vienna-PDB,no,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
278,130,DAN-D,current,,130-DAND,from top,unknown,unknown,,unknown,unknown,cultivated and managed vegetation / agriculture,unknown,,no,no,220.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/8639
279,131,ER76,current,,131-ER76,from top,dolomite limestone,Jurassic,continuous carbonate,mixed (see notes),forest,"closed forest, evergreen needle leaf",thick,20.0,unknown,unknown,,stalagmite,seepage flow,,yes,yes,Vienna-PDB,no,,no,no,yes,no,no,yes,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
280,132,SPA_126,current,,132-SPA126,from top,marble,Jurassic,continuous carbonate,barren,limited or no use,bare / sparse vegetation,barren,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/5436
281,132,SPA_49,current,,132-SPA49,from top,marble,Jurassic,continuous carbonate,barren,limited or no use,bare / sparse vegetation,barren,,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/5436
282,133,RL4_2006,superseded,381,133-RL4,from top,dolomite,Triassic,continuous carbonate,unknown,unknown,"closed forest, deciduous broad leaf",unknown,42.0,no,no,100.0,flowstone,unknown,,yes,yes,Vienna-PDB,unknown,,yes,unknown,unknown,no,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
283,133,RL4_2016,superseded,381,133-RL4,from top,dolomite,Triassic,continuous carbonate,unknown,unknown,"closed forest, deciduous broad leaf",unknown,42.0,no,no,100.0,flowstone,unknown,,yes,yes,Vienna-PDB,unknown,,yes,unknown,unknown,no,unknown,unknown,unknown,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
284,134,COB-01-02,current,,134-COB0102,from top,unknown,unknown,,unknown,unknown,shrubs,unknown,,no,no,,stalagmite,unknown,,no,yes,PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
285,116,BA03_highres,current partially modified,238,116-BA03,from top,limestone,Miocene,continuous carbonate,evergreen,forest,"closed forest, evergreen broad leaf",thin,,yes,yes,,stalagmite,unknown,,no,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/19885
286,136,JX-6,current,,136-JX6,from top,limestone,Cretaceous,discontinuous carbonate,unknown,unknown,"open forest, other",unknown,160.0,no,no,800.0,stalagmite,seasonal drip,,no,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/12972 
287,136,JX-2,current,,136-JX2,from top,limestone,Cretaceous,discontinuous carbonate,unknown,unknown,"open forest, other",unknown,150.0,no,no,750.0,stalagmite,seasonal drip,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/14350
288,136,JX-10,current,,136-JX10,from top,limestone,Cretaceous,discontinuous carbonate,unknown,unknown,"open forest, other",unknown,150.0,no,no,750.0,stalagmite,seasonal drip,,no,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/14350
289,136,JX-7,current,,136-JX7,from top,limestone,Cretaceous,discontinuous carbonate,unknown,unknown,"open forest, other",unknown,160.0,no,no,800.0,stalagmite,seasonal drip,,no,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/21019 
290,137,KC-1,current,,137-KC1,from top,limestone,Devonian,continuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",thick,150.0,no,no,,stalagmite,unknown,2.0,yes,yes,Vienna-PDB,yes,3.18,no,yes,yes,no,no,no,no,yes,unknown,standard stock solutions of known concentrations,No-not applicable,,yes,solution OES-MS,standard stock solutions of known concentrations,No-not applicable,,no,,,,,no,,,,,no,,,,,no,,,no,no,no,no,1,1,https://www.ncei.noaa.gov/access/paleo-search/study/21610
291,137,KC-3,current,,137-KC3,from top,limestone,Devonian,continuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",thick,125.0,,,,stalagmite,unknown,,yes,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/21610
292,137,KC-Composite,current,,137-KC-COMP,from top,limestone,Devonian,continuous carbonate,deciduous,forest,"closed forest, deciduous broad leaf",thick,125.0,,,,composite,not applicable,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/21610
293,138,M1-5,current,,138-M15,from top,limestone,unknown,,unknown,unknown,shrubs,unknown,,no,no,1000.0,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,
294,139,OCNM02-1,current,,139-OCNM021,from top,marble,Triassic,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,60.0,no,no,,stalagmite,unknown,,yes,yes,Vienna-PDB,yes,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/13543 
295,140,SB-10_2009,current,,140-SB10,from top,limestone,Pleistocene,continuous carbonate,unknown,unknown,"closed forest, evergreen broad leaf",unknown,150.0,,,1000.0,stalagmite,unknown,,no,yes,Vienna-PDB,yes,,no,no,no,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,no,1,1,https://www.ncdc.noaa.gov/paleo/study/10445
