sample_id,d13C_measurement,d13C_precision
493764,-8.05,0.06
493765,-7.86,0.06
493766,-7.53,0.06
493767,-7.3,0.06
493768,-7.77,0.06
493769,-7.77,0.06
493770,-7.59,0.06
493771,-7.48,0.06
493772,-7.53,0.06
493773,-7.22,0.06
493774,-7.24,0.06
493775,-7.82,0.06
493776,-8.99,0.06
493777,-8.68,0.06
493778,-8.66,0.06
493779,-5.89,0.02
493780,-6.31,0.02
493781,-6.51,0.02
493782,-6.81,0.02
493783,-6.6,0.02
493784,-6.56,0.02
493785,-6.74,0.02
493786,-7.22,0.02
493787,-6.93,0.02
493788,-6.88,0.02
493789,-6.33,0.02
493790,-6.23,0.02
493791,-5.81,0.02
493792,-6.19,0.02
493793,-6.1,0.02
493794,-6.88,0.02
493795,-7.19,0.02
493796,-6.86,0.02
493797,-7.19,0.02
493798,-7.23,0.02
493799,-7.27,0.02
493800,-6.24,0.02
493801,-5.75,0.02
493802,-6.67,0.02
493803,-6.76,0.02
493804,-6.87,0.02
493805,-7.15,0.02
493806,-6.96,0.02
493807,-6.6,0.02
493808,-6.86,0.02
493809,-6.57,0.02
493810,-5.75,0.02
493811,-6.38,0.02
493812,-6.83,0.02
493813,-7.07,0.02
493814,-6.68,0.02
493815,-6.3,0.02
493816,-6.13,0.02
493817,-6.25,0.02
493818,-6.11,0.02
493819,-5.48,0.02
493820,-5.83,0.02
493821,-6.39,0.02
493822,-6.84,0.02
493823,-6.8,0.02
493824,-7.14,0.02
493825,-7.22,0.02
493826,-7.17,0.02
493827,-7.07,0.02
493828,-7.21,0.02
493829,-7.24,0.02
493830,-7.36,0.02
493831,-7.33,0.02
493832,-7.44,0.02
493833,-7.0,0.02
493834,-7.48,0.02
493835,-7.49,0.02
493836,-7.46,0.02
493837,-6.87,0.02
493838,-6.81,0.02
493839,-6.59,0.02
493840,-7.37,0.02
493841,-7.27,0.02
493842,-7.19,0.02
493843,-7.23,0.02
493844,-7.09,0.02
493845,-7.3,0.02
493846,-7.24,0.02
493847,-6.98,0.02
493848,-7.04,0.02
493849,-7.06,0.02
493850,-6.98,0.02
493851,-6.79,0.02
493852,-6.88,0.02
493853,-6.38,0.02
493854,-6.24,0.02
493855,-6.13,0.02
493856,-6.06,0.02
493857,-6.47,0.02
493858,-6.33,0.02
493859,-5.76,0.02
493860,-5.57,0.02
493861,-6.07,0.02
493862,-6.89,0.02
493863,-6.15,0.02
493864,-4.48,0.02
493865,-2.3,0.02
493866,-4.55,0.02
493867,-4.68,0.02
493868,-4.7,0.02
493869,-4.61,0.02
493870,-5.42,0.02
493871,-4.57,0.02
493872,-3.92,0.02
493873,-3.77,0.02
493874,-3.94,0.02
493875,-4.79,0.02
493876,-4.35,0.02
493877,-4.19,0.02
493878,-4.34,0.02
493879,-3.84,0.02
493880,-4.24,0.02
493881,-5.13,0.02
493882,-5.42,0.02
493883,-5.88,0.02
493884,-6.18,0.02
493885,-6.07,0.02
493886,-5.9,0.02
493887,-5.55,0.02
493888,-5.51,0.02
493889,-5.47,0.02
493890,-5.26,0.02
493891,-4.62,0.02
493892,-4.56,0.02
493893,-4.64,0.02
493894,-4.71,0.02
493895,-3.97,0.02
493896,-3.71,0.02
493897,-3.49,0.02
493898,-4.42,0.02
493899,-3.69,0.02
493900,-4.26,0.02
493901,-4.47,0.02
493902,-4.92,0.02
493903,-5.63,0.02
493904,-6.1,0.02
493905,-6.38,0.02
493906,-6.31,0.02
493907,-6.7,0.02
493908,-6.86,0.02
493909,-6.65,0.02
493910,-6.62,0.02
493911,-6.51,0.02
493912,-5.88,0.02
493913,-5.74,0.02
493914,-6.5,0.02
493915,-6.76,0.02
493916,-6.53,0.02
493917,-6.47,0.02
493918,-6.25,0.02
493919,-5.99,0.02
493920,-6.55,0.02
493921,-6.34,0.02
493922,-6.16,0.02
493923,-6.55,0.02
493924,-6.42,0.02
493925,-6.63,0.02
493926,-6.0,0.02
493927,-6.38,0.02
493928,-6.53,0.02
493929,-6.68,0.02
493930,-6.77,0.02
493931,-5.98,0.02
493932,-6.26,0.02
493933,-6.41,0.02
493934,-6.11,0.02
493935,-5.14,0.02
493936,-5.76,0.02
493937,-6.14,0.02
493938,-5.94,0.02
493939,-5.78,0.02
493940,-5.54,0.02
493941,-5.06,0.02
493942,-5.08,0.02
493943,-4.98,0.02
493944,-5.01,0.02
493945,-5.34,0.02
493946,-5.1,0.02
493947,-5.56,0.02
493948,-5.49,0.02
493949,-3.95,0.02
493950,-3.59,0.02
493951,-3.9,0.02
493952,-4.26,0.02
493953,-4.23,0.02
493954,-5.19,0.02
493955,-6.24,0.02
493956,-5.89,0.02
493957,-6.14,0.02
493958,-5.12,0.02
493959,-5.44,0.02
493960,-5.77,0.02
493961,-5.46,0.02
494980,-8.27791008875,0.05
494981,-8.46305486885714,0.05
494982,-8.36557918766667,0.05
494983,-8.45484931966667,0.05
494984,-8.825877786,0.05
494985,-8.777177668,0.05
494986,-8.345533833,0.05
494987,-7.82828412666667,0.05
494988,-7.942820684,0.05
494989,-8.12433468925,0.05
494990,-7.47379850575,0.05
494991,-7.65107792566667,0.05
494992,-7.59445433066667,0.05
494993,-7.39542120866667,0.05
494994,-7.50735905766667,0.05
494995,-7.686675038,0.05
494996,-7.75162580525,0.05
494997,-8.08950115,0.05
494998,-8.272998944,0.05
494999,-8.6640288995,0.05
495000,-8.728772017,0.05
495001,-8.44818248033333,0.05
495002,-8.5803808575,0.05
495003,-8.74790316375,0.05
495004,-8.68572383266667,0.05
495005,-8.45983789666667,0.05
495006,-8.39357723,0.05
495007,-8.43933271525,0.05
495008,-8.5164884585,0.05
495009,-8.63110439533333,0.05
495010,-8.51621227,0.05
495011,-8.312714829,0.05
495012,-8.34314483666667,0.05
495013,-8.6868775342,0.05
495014,-9.3594418032,0.05
495015,-9.39661347533333,0.05
495016,-9.312656813,0.05
495017,-8.788611638,0.05
495018,-8.90058333133333,0.05
495019,-8.99874191166667,0.05
495020,-8.63963681725,0.05
495021,-8.5150657696,0.05
495022,-8.705067668,0.05
495023,-9.01745475975,0.05
495024,-9.07365128466667,0.05
495025,-8.719139039,0.05
495026,-8.923394798,0.05
495027,-8.99819954066667,0.05
495028,-9.031312499,0.05
495029,-9.1577602995,0.05
495030,-8.9296924365,0.05
495031,-8.777662841,0.05
495032,-8.67341199833333,0.05
495033,-8.4075814045,0.05
495034,-8.0469056695,0.05
495035,-7.92607632133333,0.05
495036,-7.889057126,0.05
495037,-8.32931148566667,0.05
495038,-8.4136931765,0.05
495039,-8.42631731366667,0.05
495040,-8.4374842855,0.05
495041,-8.328752851,0.05
495042,-8.31379920466667,0.05
495043,-8.56337087933333,0.05
495044,-8.34280115066667,0.05
495045,-8.085100631,0.05
495046,-8.45718107866667,0.05
495047,-8.20171717266667,0.05
495048,-8.355540297,0.05
495049,-8.626803741,0.05
495050,-8.546360769,0.05
495051,-9.07419595633333,0.05
495052,-9.2409025505,0.05
495053,-9.5577140065,0.05
495054,-9.246037219,0.05
495055,-8.782696674,0.05
495056,-8.2456409646,0.05
495057,-8.393446621,0.05
495058,-8.478523512,0.05
495059,-8.50345490675,0.05
495060,-8.54285081833333,0.05
495061,-9.12654304225,0.05
495062,-9.3343050805,0.05
495063,-9.41599868,0.05
495064,-9.213596707,0.05
495065,-9.7544134945,0.05
495066,-10.036920225,0.05
495067,-9.386485046,0.05
495068,-8.58168303,0.05
495069,-8.824396952,0.05
495070,-9.88749208033333,0.05
495071,-9.87861547633333,0.05
495072,-9.1831063595,0.05
495073,-10.258227883,0.05
495074,-10.2555585395,0.05
495075,-9.7803746215,0.05
495076,-9.71172819533333,0.05
495077,-9.3300891645,0.05
495078,-8.758420918,0.05
495079,-8.04001430725,0.05
495080,-7.737021861,0.05
495081,-8.21191209366667,0.05
495082,-8.521421664,0.05
495083,-8.798187262,0.05
495084,-8.981595184,0.05
495085,-8.90854350466667,0.05
495086,-8.16776886333333,0.05
495087,-8.3030127635,0.05
495088,-8.46052483633333,0.05
495089,-8.336295598,0.05
495090,-8.1762622845,0.05
495091,-8.867150783,0.05
495092,-9.005601337,0.05
495093,-8.29565111025,0.05
495094,-8.5081883968,0.05
495095,-8.152567231,0.05
495096,-9.267267295,0.05
495097,-9.79486450833333,0.05
495098,-9.172905121,0.05
495099,-8.1988732075,0.05
495100,-7.543106669,0.05
495101,-7.6735263475,0.05
495102,-8.18359571,0.05
495103,-8.10414679766667,0.05
495104,-8.341385755,0.05
495105,-8.73855431183333,0.05
495106,-9.139687749,0.05
495107,-9.3081531915,0.05
495108,-8.93420519866667,0.05
495109,-8.66007790477778,0.05
495110,-9.2115370905,0.05
495111,-9.011458801,0.05
495112,-8.68387373225,0.05
495113,-8.76790514133333,0.05
495114,-8.75217557925,0.05
495115,-9.034890563,0.05
495116,-9.45746483933333,0.05
495117,-9.3216631278,0.05
495118,-8.998212501,0.05
495119,-8.49239548966667,0.05
495120,-8.26480632528571,0.05
495121,-8.62303724533333,0.05
495122,-8.7316882558,0.05
495123,-8.2920874905,0.05
495124,-8.17079309966667,0.05
495125,-8.541672688,0.05
495126,-8.3696022456,0.05
495127,-8.348385371,0.05
495128,-8.32526074581818,0.05
495129,-8.1808373991,0.05
495130,-7.84396337,0.05
495132,-8.065317442,0.05
495133,-8.286636582,0.05
495134,-8.573211413,0.05
495135,-8.758046152,0.05
495136,-9.542851,0.05
495137,-10.02467021,0.05
495138,-9.546087434,0.05
495140,-9.154189457,0.05
495141,-8.291473926,0.05
495143,-8.249546657,0.05
495145,-8.469932382,0.05
495147,-8.280571733,0.05
495148,-7.845123403,0.05
495149,-7.048624391,0.05
495151,-7.325154637,0.05
495152,-7.509151393,0.05
495154,-8.071720269,0.05
495155,-8.140186274,0.05
495156,-8.240576728,0.05
495157,-8.587481119,0.05
495158,-8.6691864,0.05
495159,-9.166005868,0.05
495160,-9.64848548,0.05
495161,-9.176095286,0.05
495162,-8.434691059,0.05
495163,-8.262138185,0.05
495164,-8.825533352,0.05
495166,-8.87397323,0.05
495167,-8.796935868,0.05
495168,-7.991408975,0.05
495169,-7.920920549,0.05
495170,-8.057882045,0.05
495171,-8.005070859,0.05
495172,-8.048679207,0.05
495173,-8.055659614,0.05
495175,-8.268321555,0.05
495176,-8.171600248,0.05
495177,-8.180815708,0.05
495179,-8.648172438,0.05
495180,-9.432371219,0.05
495181,-9.575355298,0.05
495182,-9.704808997,0.05
495183,-8.114047532,0.05
495184,-8.690593163,0.05
495185,-9.452297059,0.05
495187,-9.888558031,0.05
495189,-10.08022776,0.05
495190,-10.41293621,0.05
495192,-10.99269146,0.05
495193,-11.16951433,0.05
495194,-11.12881027,0.05
495195,-11.02055657,0.05
495196,-10.89958718,0.05
495197,-10.41578378,0.05
495199,-9.607135229,0.05
495200,-9.5990784645,0.05
495202,-9.531413313,0.05
495203,-9.521100006,0.05
495204,-9.587475868,0.05
495206,-9.871699715,0.05
495208,-10.60496733,0.05
495209,-10.963082605,0.05
495210,-10.20052816,0.05
495211,-9.639731828,0.05
495213,-9.894975935,0.05
495214,-10.14114642,0.05
495215,-9.869516751,0.05
495217,-10.08135765,0.05
495218,-10.03085085,0.05
495219,-9.7496439175,0.05
495220,-9.252497034,0.05
495221,-8.967792672,0.05
495222,-8.8909722,0.05
495223,-8.890032714,0.05
495224,-8.944684124,0.05
495225,-8.74469075,0.05
495226,-8.57427432,0.05
495227,-8.669994691,0.05
495228,-8.54905563666667,0.05
495229,-8.568227755,0.05
495230,-8.850964113,0.05
495231,-8.872690744,0.05
495232,-8.6130881875,0.05
495233,-8.644484253,0.05
495234,-8.693903026,0.05
495235,-8.700465687,0.05
495236,-8.979228899,0.05
495237,-9.38945334,0.05
495239,-9.7837832915,0.05
495240,-9.644941311,0.05
495241,-9.789196221,0.05
495242,-10.1792767,0.05
495243,-10.0982682,0.05
495245,-9.7143640865,0.05
495246,-9.147194677,0.05
495247,-9.639455526,0.05
495249,-10.272843075,0.05
495250,-10.12626381,0.05
495251,-10.58816219,0.05
495253,-10.346421525,0.05
495254,-9.898539752,0.05
495255,-9.335632073,0.05
495256,-9.682216807,0.05
495257,-9.814567668,0.05
495258,-9.211916551,0.05
495259,-9.047213075,0.05
495260,-8.722383662,0.05
495261,-8.821926678,0.05
495262,-8.8729358325,0.05
495263,-8.763637308,0.05
495264,-8.8949855375,0.05
495265,-9.02347479,0.05
495266,-2.82316013454407,0.06
495267,-2.88411170031459,0.06
495268,-2.46211534427992,0.06
495269,-2.65725022644903,0.06
495270,-2.72948750394092,0.06
495271,-2.65326611200605,0.06
495272,-2.82581529793134,0.06
495273,-2.61000955598257,0.06
495274,-2.69369692249723,0.06
495275,-2.73533855761343,0.06
495276,-2.66529283137428,0.06
495277,-2.5533186721323,0.06
495278,-2.55876164058819,0.06
495279,-2.03843246580939,0.06
495280,-1.92068641005817,0.06
495281,-1.9798302935688,0.06
495282,-2.38212664629153,0.06
495283,-2.14377143555742,0.06
495284,-1.93648778103268,0.06
495285,-2.25430960228963,0.06
495286,-1.71637629064779,0.06
495287,-4.443759468591,0.06
495288,-6.07418332748211,0.06
495289,-5.72080819398964,0.06
495290,-5.81982807043462,0.06
495291,-3.88629030868732,0.06
495292,-3.33434201678525,0.06
495293,-3.26396946110065,0.06
495294,-1.82432019962515,0.06
495295,-2.59043090624896,0.06
495296,-3.34241368222179,0.06
495297,-4.18283498244438,0.06
495298,-4.84483364312325,0.06
495299,-6.57269963976566,0.06
495300,-6.5088645790731,0.06
495301,-5.40641959263895,0.06
495302,-5.09108601294988,0.06
495303,-5.88392965768574,0.06
495304,-4.10769953103541,0.06
495305,-4.26716439825798,0.06
495306,-5.5254237312933,0.06
495307,-4.94429614639712,0.06
495308,-4.48955672709764,0.06
495309,-5.2494336923274,0.06
495310,-4.86250751577222,0.06
495311,-4.32476952234083,0.06
495312,-4.39789779622687,0.06
495313,-4.11661441174396,0.06
495314,-4.51171895247107,0.06
495315,-3.91877474669088,0.06
495316,-4.46510771212003,0.06
495317,-5.95896778489251,0.06
495318,-5.30006986974054,0.06
495319,-4.58363736202162,0.06
495320,-4.49149114876336,0.06
495321,-5.24068006147385,0.06
495322,-6.18104828174447,0.06
495323,-5.18802453793515,0.06
495324,-4.55111332810258,0.06
495325,-5.71553894021041,0.06
495326,-6.16327057835338,0.06
495327,-5.31236742709947,0.06
495328,-5.46325848977024,0.06
495329,-5.70905248129796,0.06
495330,-5.2029472085027,0.06
495331,-5.32353694576819,0.06
495332,-6.0948910491382,0.06
495333,-6.23347823170108,0.06
495334,-5.33113957521288,0.06
495335,-5.17272768863898,0.06
495336,-5.67906223185954,0.06
495337,-5.87871057636021,0.06
495338,-6.5920010045217,0.06
495339,-8.44513768077753,0.06
495340,-8.28047373460351,0.06
495341,-7.16775205580927,0.06
495342,-6.52172998371915,0.06
495343,-6.22127048940041,0.06
495344,-6.56277886182205,0.06
495345,-6.10907685786403,0.06
495346,-5.86664332102107,0.06
495347,-6.15314808039835,0.06
495348,-6.31278251822409,0.06
495349,-6.64392133973085,0.06
495350,-6.84664474512144,0.06
495351,-6.86118203153603,0.06
495352,-7.01180647142597,0.06
495353,-6.93893565043753,0.06
495354,-6.49216539039919,0.06
495355,-7.47349679732094,0.06
495356,-9.19703968758138,0.06
495357,-8.25401760393003,0.06
495358,-6.84539203383288,0.06
495359,-6.81542108059874,0.06
495360,-7.25350814178576,0.06
495361,-6.17570172783129,0.06
495362,-6.45564746888557,0.06
495363,-6.93988643808362,0.06
495364,-6.36302853636985,0.06
495365,-6.4171688887567,0.06
495366,-7.07097811320486,0.06
495367,-6.95606852826013,0.06
495368,-7.44586330232095,0.06
495369,-7.54460129619548,0.06
495370,-7.94809263669512,0.06
495371,-8.36691827995442,0.06
495372,-8.16445859052089,0.06
495373,-8.1163971169402,0.06
495374,-7.91463340971841,0.06
495375,-7.81428848646119,0.06
495376,-7.71065701966537,0.06
495377,-7.92248179130553,0.06
495378,-7.86965003784929,0.06
495379,-7.41170779965487,0.06
495380,-7.3532504894738,0.06
495381,-8.25098657129551,0.06
495382,-8.16899189694483,0.06
495383,-7.659833554436,0.06
495384,-7.81865041446587,0.06
495385,-7.63874810244123,0.06
495386,-6.78354322557366,0.06
495387,-7.49932026754517,0.06
495388,-7.89751276175848,0.06
495389,-7.52199489431922,0.06
495390,-7.08821408278779,0.06
495391,-6.17567430249594,0.06
495392,-5.61840081356415,0.06
495393,-5.19018112565168,0.06
495394,-5.5843108932974,0.06
495395,-5.07187260581742,0.06
495396,-6.94154638459532,0.06
495397,-8.14063025686349,0.06
495398,-8.71279900157389,0.06
495399,-7.81174761351527,0.06
495400,-7.1508288714813,0.06
495401,-8.03223238664729,0.06
495402,-8.18677941184802,0.06
495403,-8.35714999765521,0.06
495404,-8.33401640871515,0.06
495405,-8.73524913135585,0.06
495406,-8.00447555637401,0.06
495407,-8.15116971980885,0.06
495408,-7.61287798407988,0.06
495409,-7.6436907053432,0.06
495410,-8.75852533300387,0.06
495411,-8.26875262819888,0.06
495412,-9.19554037360135,0.06
495413,-10.1246687021677,0.06
495414,-8.77252932440256,0.06
495415,-8.15971506640238,0.06
495416,-7.53641555388858,0.06
495417,-7.56035093370452,0.06
495418,-9.13068059906693,0.06
495419,-8.21220204863924,0.06
495420,-7.85543271604295,0.06
495421,-7.55417244397177,0.06
495422,-7.79865498196298,0.06
495423,-7.66825446959899,0.06
495424,-7.01452047126,0.06
495425,-8.1910978267853,0.06
495426,-8.37965458172094,0.06
495427,-8.66675020118053,0.06
495428,-8.00238718918581,0.06
495429,-8.39339471544434,0.06
495430,-7.11184738364576,0.06
495431,-7.290924860718,0.06
495432,-7.79579052012522,0.06
495433,-7.27312954068622,0.06
495434,-6.53584819137957,0.06
495435,-6.98817191105976,0.06
495436,-7.76256547331344,0.06
495437,-6.73688759350878,0.06
495438,-7.05208592974438,0.06
495439,-6.71742972891114,0.06
495440,-6.95280332806649,0.06
495441,-6.54349080353158,0.06
495442,-6.89377504178792,0.06
495443,-6.4594758465118,0.06
495444,-7.17797836189207,0.06
495445,-7.39120505371544,0.06
495446,-6.320296083056,0.06
495447,-6.61990402268677,0.06
495448,-6.35709931276096,0.06
495449,-6.93739357957813,0.06
495450,-7.51030602425793,0.06
495451,-6.28650137448948,0.06
495452,-6.05923941155989,0.06
495453,-6.11790960650203,0.06
495454,-5.80825523167627,0.06
495455,-6.88719048193503,0.06
495456,-5.61637946568306,0.06
495457,-6.96887105392881,0.06
495458,-6.32512712383478,0.06
495459,-5.75264498168179,0.06
495460,-6.56808420074324,0.06
495461,-6.10669129870478,0.06
495462,-5.80526926757004,0.06
495463,-5.48265184285631,0.06
495464,-4.93286338681059,0.06
495465,-5.08690795543787,0.06
495466,-6.70792377749354,0.06
495467,-8.00519975944139,0.06
495468,-7.18543366302943,0.06
495469,-6.57060528247575,0.06
495470,-5.07923503894734,0.06
495471,-5.18298372300584,0.06
495472,-5.33547790640261,0.06
495473,-5.73918907505977,0.06
495474,-6.3344055510731,0.06
495475,-5.73360946070179,0.06
495476,-6.47904161885355,0.06
495477,-4.87842999559258,0.06
495478,-4.78926282795346,0.06
495479,-5.67354175585159,0.06
495480,-5.75075360214116,0.06
495481,-5.15233071198712,0.06
495482,-6.03094413476025,0.06
495483,-4.25688916837991,0.06
495484,-4.91087743606463,0.06
495485,-5.36593133599827,0.06
495486,-6.53546118079352,0.06
495487,-5.73999530719272,0.06
495488,-5.57158492018747,0.06
495489,-5.45975043220427,0.06
495490,-6.00364942626178,0.06
495491,-6.01228683201932,0.06
495492,-5.38298120142112,0.06
495493,-4.7730143924065,0.06
495494,-4.21160782577275,0.06
495495,-5.13786203703703,0.06
495496,-3.76580670368575,0.06
495497,-5.32112778094441,0.06
495498,-5.13702688067405,0.06
495499,-4.9302731004211,0.06
495500,-4.23324278533088,0.06
495501,-4.072085425537,0.06
495502,-5.341752509952,0.06
495503,-5.70985184316551,0.06
495504,-4.84986774792643,0.06
495505,-4.22572949405235,0.06
495506,-4.78977112108787,0.06
495507,-4.8067970186588,0.06
495508,-5.38967921436516,0.06
495509,-4.09811183690891,0.06
495510,-3.63720028357813,0.06
495511,-3.27310454910107,0.06
495512,-2.71980805420028,0.06
495513,-3.39856383581409,0.06
495514,-4.65724488577322,0.06
495515,-4.33744730530618,0.06
495516,-3.65506710072006,0.06
495517,-3.89974533131396,0.06
495518,-4.99005576939282,0.06
495519,-4.85425100250529,0.06
495520,-4.12466156525989,0.06
495521,-3.00590934437789,0.06
495522,-3.2602718631179,0.06
495523,-3.97625527671295,0.06
495524,-3.70619787444881,0.06
495525,-3.28849572458009,0.06
495526,-3.70347440843034,0.06
495527,-4.43579272356232,0.06
495528,-3.52632116549391,0.06
495529,-3.8550397755029,0.06
495530,-3.6014248730896,0.06
495531,-3.5615465348341,0.06
495532,-4.84246890642534,0.06
495533,-4.78288306655127,0.06
495534,-4.23781377690285,0.06
495535,-4.49297322630245,0.06
495536,-4.76012302692189,0.06
495537,-4.68584496113277,0.06
495538,-4.5112460800327,0.06
495539,-4.31603496537849,0.06
495540,-4.46437482338719,0.06
495541,-4.17376684410298,0.06
495542,-4.42981156223436,0.06
495543,-4.63000230308309,0.06
495544,-3.94536142319939,0.06
495545,-3.71015509205787,0.06
495546,-4.23719589473942,0.06
495547,-3.93984210990115,0.06
495548,-3.78324786248541,0.06
495549,-3.46105429963687,0.06
495550,-3.42047294479941,0.06
495551,-3.38542811588815,0.06
495552,-3.30485070967829,0.06
495553,-3.58802224267967,0.06
495554,-3.50764714918531,0.06
495555,-5.8160185120456,0.06
495556,-6.10136674782458,0.06
495557,-6.23425731739071,0.06
495558,-5.40398805036257,0.06
495559,-5.35391473273665,0.06
495560,-5.23197217555626,0.06
495561,-4.95260119048956,0.06
495562,-4.67112808623684,0.06
495563,-4.96133496062986,0.06
495564,-5.65426529524662,0.06
495565,-6.1097599714066,0.06
495566,-6.19383333861892,0.06
495567,-5.84304398936278,0.06
495568,-5.58477241247673,0.06
495569,-5.58181211048192,0.06
495570,-4.32387180966706,0.06
495571,-4.3651027167985,0.06
495572,-4.42134503428058,0.06
495573,-5.27626642543644,0.06
495574,-6.08900064196753,0.06
495575,-6.75644197550797,0.06
495576,-6.30250518005984,0.06
495577,-4.73180668169277,0.06
495578,-4.27739033584835,0.06
495579,-4.41658006012588,0.06
495580,-4.41088198558897,0.06
495581,-5.88130706430656,0.06
495582,-5.37060627879891,0.06
495583,-4.47710251912289,0.06
495584,-4.68919614485176,0.06
495585,-3.98784895172516,0.06
495586,-3.49620760266568,0.06
495587,-4.16153825894132,0.06
495588,-5.20730879639043,0.06
495589,-5.30002193592035,0.06
495590,-5.77710683685607,0.06
495591,-6.60712880524523,0.06
495592,-6.01354764064947,0.06
495593,-5.06972602866617,0.06
495594,-4.9297161234,0.06
495595,-5.2671229994056,0.06
495596,-5.79175316244152,0.06
495597,-6.68995409103749,0.06
495598,-7.31821556320021,0.06
495599,-7.61786169741439,0.06
495600,-7.79174663096619,0.06
495601,-8.20248962139308,0.06
495602,-7.60737831491092,0.06
495603,-6.61983401249286,0.06
495604,-6.17055609146957,0.06
495605,-6.2978777804664,0.06
495606,-6.14272886942539,0.06
495607,-6.27084869186575,0.06
495608,-6.73309373896867,0.06
495609,-6.65616121784316,0.06
495610,-6.12238003158526,0.06
495611,-6.25688079416571,0.06
495612,-5.75558657358437,0.06
495613,-5.75930134060402,0.06
495614,-5.93950697275313,0.06
495615,-5.79107956544626,0.06
495616,-5.49703184134777,0.06
495617,-5.66246744717155,0.06
495618,-6.1765564016063,0.06
495619,-6.32809976251442,0.06
495620,-6.83983588694895,0.06
495621,-6.79973817775227,0.06
495622,-6.59069737260163,0.06
495623,-7.91600784401269,0.06
495624,-8.12377225238522,0.06
495625,-8.13283216926474,0.06
495626,-7.77796705508561,0.06
495627,-7.02940895382088,0.06
495628,-6.5879733733835,0.06
495629,-5.86843403654703,0.06
495630,-6.76539006787812,0.06
495631,-5.9030703248394,0.06
495632,-6.40000475593967,0.06
495633,-6.15188320198179,0.06
495634,-5.94464774602106,0.06
495635,-6.42745578934695,0.06
495636,-6.81293005484818,0.06
495637,-6.87451301892095,0.06
495638,-6.76805557582559,0.06
495639,-5.90759732280554,0.06
495640,-6.75174707374028,0.06
495641,-7.86195360983851,0.06
495642,-8.09110803374598,0.06
495643,-8.23611675935578,0.06
495644,-8.30183118137115,0.06
495645,-8.18659025658108,0.06
495646,-7.57584328017286,0.06
495647,-7.07446486344813,0.06
495648,-6.98411176207434,0.06
495649,-7.13688065353481,0.06
495650,-7.01277710240157,0.06
495651,-7.41411687456653,0.06
495652,-7.00565017860118,0.06
495653,-6.88914409962881,0.06
495654,-7.26250658151926,0.06
495655,-7.35838973164737,0.06
495656,-7.10256152113034,0.06
495657,-6.7943873895268,0.06
495658,-7.12626575107739,0.06
495659,-7.02284615769911,0.06
495660,-7.04116907940204,0.06
495661,-7.07411971660848,0.06
495662,-6.42968956220818,0.06
495663,-6.95641204298842,0.06
495664,-7.25591494933195,0.06
495665,-6.61209641699964,0.06
495666,-6.56523164332999,0.06
495667,-6.77912285485227,0.06
495668,-7.19282503254532,0.06
495669,-7.52839484270761,0.06
495670,-7.6458813996578,0.06
495671,-7.09695773432358,0.06
495672,-6.50217486487815,0.06
495673,-6.70205200727254,0.06
495674,-7.00836772308636,0.06
495675,-7.02178090205419,0.06
495676,-7.64546680734973,0.06
495677,-7.78697488564969,0.06
495678,-7.86802363514361,0.06
495679,-7.1984266664461,0.06
495680,-7.17470191436538,0.06
495681,-7.02327033841213,0.06
495682,-7.5016731652843,0.06
495683,-7.58861553919717,0.06
495684,-7.03722183566113,0.06
495685,-7.18651226886259,0.06
495686,-7.40718237116172,0.06
495687,-7.45164274587307,0.06
495688,-7.18209069650414,0.06
495689,-7.96894695916938,0.06
495690,-8.05952108659814,0.06
495691,-8.08621114391736,0.06
495692,-8.14510303495393,0.06
495693,-8.09242389380922,0.06
495694,-7.98956182274555,0.06
495695,-7.97610538005788,0.06
495696,-8.1608206299924,0.06
495697,-8.1820132780693,0.06
495698,-8.4938658500252,0.06
495699,-8.39758798879081,0.06
495700,-8.4370950132227,0.06
495701,-8.24680736977595,0.06
495702,-8.05276537102342,0.06
495703,-8.16542406527649,0.06
495704,-8.33313887107628,0.06
495705,-8.46768531486912,0.06
495706,-8.4806408811876,0.06
495707,-8.52364309582055,0.06
495708,-8.59220804632582,0.06
495709,-8.33578604367586,0.06
495710,-7.94385168704974,0.06
495711,-8.0563717133321,0.06
495712,-7.91918746050799,0.06
495713,-8.10848520730745,0.06
495714,-8.09190047966398,0.06
495715,-7.58472731321345,0.06
495716,-7.77249813152001,0.06
495717,-8.08612494098242,0.06
495718,-8.08894513755815,0.06
495719,-7.99173576000759,0.06
495720,-8.03186257712769,0.06
495721,-7.80394739515122,0.06
495722,-7.62228971857657,0.06
495723,-7.48839105232814,0.06
495724,-7.41400423205686,0.06
495725,-7.52034031152391,0.06
495726,-7.51567622822254,0.06
495727,-7.4960323780853,0.06
495728,-7.77456303446952,0.06
495729,-8.10379527548687,0.06
495730,-7.70268668055046,0.06
495731,-7.30313647195866,0.06
495732,-7.48360754663084,0.06
495733,-6.6713035046597,0.06
495734,-7.01350688446071,0.06
495735,-7.57027723818461,0.06
495736,-7.86514973654165,0.06
495737,-8.25266801811247,0.06
495738,-8.163464522752,0.06
495739,-8.19367408897741,0.06
495740,-7.966235615334,0.06
495741,-7.23052135880936,0.06
495742,-7.35774212932243,0.06
495743,-7.52132769710648,0.06
495744,-6.73366630583185,0.06
495745,-6.5868314123272,0.06
495746,-6.43018955777274,0.06
495747,-6.43017216111403,0.06
495748,-6.4704454165969,0.06
495749,-6.36673482185483,0.06
495750,-5.99804850897636,0.06
495751,-5.53306644448916,0.06
