sample_id,d18O_measurement,d18O_precision
55688,-5.98493571105,0.1
55689,-5.89391386629,0.1
55690,-5.90694037683,0.1
55691,-5.82405615156,0.1
55692,-6.01435523055,0.1
55693,-6.11709088125,0.1
55694,-5.85645726267,0.1
55695,-5.94571830236,0.1
55696,-6.04589460998,0.1
55697,-6.05318485998,0.1
55698,-6.01254559402,0.1
55699,-5.9373681224,0.1
55700,-6.1430462394,0.1
55701,-6.19671488833,0.1
55702,-6.11853859047,0.1
55703,-5.90148561531,0.1
55704,-5.84903200804,0.1
55705,-5.77749966142,0.1
55706,-5.64689560824,0.1
55707,-5.7883230113,0.1
55708,-5.39261582457,0.1
55709,-5.58216232456,0.1
55710,-5.87366891673,0.1
55711,-5.48330446641,0.1
55712,-5.08849348063,0.1
55713,-5.6404067687,0.1
55714,-5.57513059406,0.1
55715,-5.64958421107,0.1
55716,-5.58319640257,0.1
55717,-5.48020223237,0.1
55718,-5.56277910667,0.1
55719,-5.82210289309,0.1
55720,-5.68267470753,0.1
55721,-5.67998610469,0.1
55722,-5.77067474653,0.1
55723,-5.85153964723,0.1
55724,-5.70480397703,0.1
55725,-5.40719632457,0.1
55726,-5.57957712952,0.1
55727,-5.26933074578,0.1
55728,-5.64306951959,0.1
55729,-5.58815997704,0.1
55730,-5.67039503111,0.1
55731,-5.58676397172,0.1
55732,-5.53045842385,0.1
55733,-5.4769506315,0.1
55734,-5.84289935093,0.1
55735,-5.48651010825,0.1
55736,-5.71338682454,0.1
55737,-5.3651093494,0.1
55738,-5.62300840611,0.1
55739,-5.61359829618,0.1
55740,-5.73034570398,0.1
55741,-5.45290257279,0.1
55742,-5.56437618271,0.1
55743,-5.58262765966,0.1
55744,-5.91792745573,0.1
55745,-5.82428594668,0.1
55746,-5.90541511176,0.1
55747,-5.68650079618,0.1
55748,-5.98752090608,0.1
55749,-5.83925025745,0.1
55750,-5.90426226469,0.1
55751,-5.816236219,0.1
55752,-5.88765869061,0.1
55753,-5.7930100696,0.1
55754,-5.90489859755,0.1
55755,-5.94905302769,0.1
55756,-6.0112722407,0.1
55757,-6.20974749,0.1
55758,-6.52638369115,0.1
55759,-6.3065306879,0.1
55760,-5.84062897865,0.1
55761,-5.72036206804,0.1
55762,-5.55396102506,0.1
55763,-5.19146340562,0.1
55764,-5.46784397796,0.1
55765,-5.52193227109,0.1
55766,-5.68430320596,0.1
55767,-5.78145002264,0.1
55768,-6.0007727485,0.1
55769,-5.79067684911,0.1
55770,-5.72778595142,0.1
55771,-6.04393732753,0.1
55772,-5.74401243935,0.1
55773,-5.79460090175,0.1
55774,-6.03163489223,0.1
55775,-6.18891516421,0.1
55776,-6.03640738868,0.1
55777,-5.76887655668,0.1
55778,-5.9711832705,0.1
55779,-6.16176496217,0.1
55780,-5.97568473629,0.1
55781,-6.15789393727,0.1
55782,-6.30568224409,0.1
55783,-6.17777933916,0.1
55784,-6.06843614265,0.1
55785,-5.93671524056,0.1
55786,-5.92823080242,0.1
55787,-6.16335579432,0.1
55788,-5.92557941551,0.1
55789,-5.99364051769,0.1
55790,-5.85293141395,0.1
55791,-5.74910310224,0.1
55792,-5.91412542402,0.1
55793,-6.07002697481,0.1
55794,-6.0829186072,0.1
55795,-6.08268292836,0.1
55796,-5.90171693324,0.1
55797,-5.6513199527,0.1
55798,-5.82850330248,0.1
55799,-5.90298959896,0.1
55800,-6.09431367898,0.1
55801,-6.37563172296,0.1
55802,-6.07617819246,0.1
55803,-6.25753305766,0.1
55804,-5.9360789077,0.1
55805,-5.66351633252,0.1
55806,-5.96354727617,0.1
55807,-6.02071117813,0.1
55808,-6.14840197211,0.1
55809,-6.03927088656,0.1
55810,-6.01586797803,0.1
55811,-5.78813151767,0.1
55812,-6.07449761586,0.1
55813,-6.16298077827,0.1
55814,-6.03433359974,0.1
55815,-6.28765233083,0.1
55816,-6.17429602139,0.1
55817,-5.96380305029,0.1
55818,-5.58264132712,0.1
55819,-5.95186484584,0.1
55820,-5.92128310768,0.1
55821,-5.58529174443,0.1
55822,-5.70027907991,0.1
55823,-5.65005706991,0.1
55824,-6.27134207048,0.1
55825,-6.51844251481,0.1
55826,-5.7879467293,0.1
55827,-6.02189702622,0.1
55828,-6.15166553515,0.1
55829,-6.06129649889,0.1
55830,-5.68415004467,0.1
55831,-5.60067322607,0.1
55832,-5.2628582851,0.1
55833,-5.22055354731,0.1
55834,-5.64779175597,0.1
55835,-5.92933629873,0.1
55836,-6.47022530765,0.1
55837,-6.33342299894,0.1
55838,-5.96837898444,0.1
55839,-5.727598766,0.1
55840,-6.09386605003,0.1
55841,-6.08020620698,0.1
55842,-5.88458502189,0.1
55843,-5.63310119509,0.1
55844,-5.7336131745,0.1
55845,-4.462,0.01
55846,-4.784,0.01
55847,-4.566,0.01
55848,-4.803,0.01
55849,-4.782,0.01
55850,-4.694,0.01
55851,-4.95,0.01
55852,-4.415,0.01
55853,-4.688,0.01
55854,-3.927,0.01
55855,-4.551,0.01
55856,-4.446,0.01
55857,-4.751,0.01
55858,-4.565,0.01
55859,-4.27,0.01
55860,-4.597,0.01
55861,-4.598,0.01
55863,-4.21,0.01
55864,-4.611,0.01
55865,-4.527,0.01
55866,-4.715,0.01
55867,-4.741,0.01
55868,-4.691,0.01
55869,-4.792,0.01
55870,-4.783,0.01
55871,-4.84,0.01
55872,-4.881,0.01
55873,-4.616,0.01
55874,-4.941,0.01
55875,-4.592,0.01
55876,-4.651,0.01
55877,-4.813,0.01
55878,-4.444,0.01
55879,-4.812,0.01
55880,-4.987,0.01
55881,-4.537,0.01
55882,-4.721,0.01
55883,-4.735,0.01
55884,-4.649,0.01
55885,-4.672,0.01
55886,-4.662,0.01
55887,-4.864,0.01
55888,-4.612,0.01
55889,-4.702,0.01
55890,-4.785,0.01
55891,-4.718,0.01
55892,-4.772,0.01
55893,-4.7,0.01
55894,-4.849,0.01
55895,-4.778,0.01
55896,-4.771,0.01
55897,-4.843,0.01
55898,-4.884,0.01
55899,-4.856,0.01
55900,-5.11,0.01
55901,-4.996,0.01
55902,-4.875,0.01
55903,-4.899,0.01
55904,-4.856,0.01
55905,-5.114,0.01
55906,-4.929,0.01
55907,-4.989,0.01
55908,-4.686,0.01
55909,-4.838,0.01
55910,-4.817,0.01
55911,-4.768,0.01
55912,-4.675,0.01
55913,-5.007,0.01
55914,-4.512,0.01
55915,-4.704,0.01
55916,-4.775,0.01
55917,-4.817,0.01
55918,-4.627,0.01
55919,-4.41,0.01
55920,-4.5,0.01
55921,-4.559,0.01
55922,-4.49,0.01
55923,-4.476,0.01
55924,-4.921,0.01
55925,-4.588,0.01
55926,-4.525,0.01
55927,-4.889,0.01
55928,-4.701,0.01
55929,-4.504,0.01
55930,-4.955,0.01
55931,-4.928,0.01
55932,-4.858,0.01
55933,-4.837,0.01
55934,-4.88,0.01
55935,-4.875,0.01
55936,-4.826,0.01
55937,-4.861,0.01
55938,-4.944,0.01
55939,-5.103,0.01
55940,-4.908,0.01
55941,-4.874,0.01
55942,-4.824,0.01
55943,-4.809,0.01
55944,-4.801,0.01
55945,-4.809,0.01
55946,-4.798,0.01
55947,-4.818,0.01
55948,-4.777,0.01
55949,-4.786,0.01
55950,-4.864,0.01
55951,-4.642,0.01
55952,-4.738,0.01
55953,-4.659,0.01
55954,-4.658,0.01
55955,-4.794,0.01
55956,-4.736,0.01
55957,-4.691,0.01
55958,-4.653,0.01
55959,-4.606,0.01
55960,-4.541,0.01
55961,-4.485,0.01
55962,-4.494,0.01
55963,-4.643,0.01
55964,-4.645,0.01
55965,-4.627,0.01
55966,-4.555,0.01
55967,-4.656,0.01
55968,-4.791,0.01
55969,-4.742,0.01
55970,-4.895,0.01
55971,-4.547,0.01
55972,-4.524,0.01
55973,-4.398,0.01
55974,-4.543,0.01
55975,-4.557,0.01
55976,-4.535,0.01
55977,-4.52,0.01
55978,-4.757,0.01
55979,-4.503,0.01
55980,-4.456,0.01
55981,-4.633,0.01
55982,-4.273,0.01
55983,-4.945,0.01
55984,-4.415,0.01
55985,-4.409,0.01
55986,-4.428,0.01
55987,-4.567,0.01
55988,-4.69,0.01
55989,-4.453,0.01
55990,-4.575,0.01
55991,-4.668,0.01
55992,-4.551,0.01
55993,-4.67,0.01
55994,-4.708,0.01
55995,-4.887,0.01
55996,-4.834,0.01
55997,-4.739,0.01
55998,-4.717,0.01
55999,-4.863,0.01
56000,-4.788,0.01
56001,-4.811,0.01
56002,-4.774,0.01
56003,-4.709,0.01
56004,-4.68,0.01
56005,-4.687,0.01
56006,-4.795,0.01
56007,-4.895,0.01
56008,-5.092,0.01
56009,-4.984,0.01
56010,-4.97,0.01
56011,-5.043,0.01
56012,-4.991,0.01
56013,-5.066,0.01
56014,-5.088,0.01
56015,-5.06,0.01
56016,-5.246,0.01
56017,-5.159,0.01
56018,-5.189,0.01
56019,-5.215,0.01
56020,-5.144,0.01
56021,-4.744,0.01
56022,-5.088,0.01
56023,-5.0,0.01
56024,-5.007,0.01
56025,-5.273,0.01
56026,-4.908,0.01
56027,-4.997,0.01
56028,-4.975,0.01
56029,-5.096,0.01
56030,-4.844,0.01
56031,-4.905,0.01
56032,-4.797,0.01
56033,-4.866,0.01
56034,-4.959,0.01
56035,-5.048,0.01
56036,-4.911,0.01
56037,-4.97,0.01
56038,-4.955,0.01
56039,-4.774,0.01
56040,-4.979,0.01
56041,-4.846,0.01
56042,-5.083,0.01
56043,-4.99,0.01
56044,-4.928,0.01
56045,-5.099,0.01
56046,-5.103,0.01
56047,-5.036,0.01
56048,-5.14,0.01
56049,-5.141,0.01
56050,-4.949,0.01
56051,-5.224,0.01
56052,-5.333,0.01
56053,-5.284,0.01
56054,-5.369,0.01
56055,-5.33,0.01
56056,-5.206,0.01
56057,-5.095,0.01
56058,-5.256,0.01
56059,-5.354,0.01
56060,-5.169,0.01
56061,-5.17,0.01
56062,-5.266,0.01
56063,-5.27,0.01
56064,-5.212,0.01
56065,-5.301,0.01
56066,-5.405,0.01
56067,-4.98,0.01
56068,-6.151,0.01
56069,-5.665,0.01
56070,-5.481,0.01
56071,-5.619,0.01
56072,-5.389,0.01
56073,-5.482,0.01
56074,-5.309,0.01
56075,-5.176,0.01
56076,-5.356,0.01
56077,-5.033,0.01
56078,-4.899,0.01
56079,-4.766,0.01
56080,-4.62,0.01
56081,-4.614,0.01
56082,-4.519,0.01
56083,-4.502,0.01
56084,-4.529,0.01
56085,-4.677,0.01
56086,-4.694,0.01
56087,-4.803,0.01
56088,-4.814,0.01
56089,-4.87,0.01
56090,-4.838,0.01
56091,-4.741,0.01
56092,-4.686,0.01
56093,-4.759,0.01
56094,-4.91,0.01
56095,-4.768,0.01
56096,-4.917,0.01
56097,-5.021,0.01
56098,-5.033,0.01
56099,-4.788,0.01
56100,-4.668,0.01
56101,-4.832,0.01
56102,-4.862,0.01
56103,-5.008,0.01
56104,-4.649,0.01
56105,-4.83,0.01
56106,-4.875,0.01
56107,-4.811,0.01
56108,-4.596,0.01
56109,-4.709,0.01
56110,-4.728,0.01
56111,-4.562,0.01
56112,-4.767,0.01
56113,-4.841,0.01
56114,-4.64,0.01
56115,-4.666,0.01
56116,-4.549,0.01
56117,-5.081,0.01
56118,-4.614,0.01
56119,-4.413,0.01
56120,-4.475,0.01
56121,-4.559,0.01
56122,-4.448,0.01
56123,-4.478,0.01
56124,-4.594,0.01
56125,-4.698,0.01
56126,-4.745,0.01
56127,-4.67,0.01
56128,-4.673,0.01
56129,-4.775,0.01
56130,-4.821,0.01
56131,-4.71,0.01
56132,-4.518,0.01
56133,-4.629,0.01
56134,-4.377,0.01
56135,-4.496,0.01
56136,-4.363,0.01
56137,-4.427,0.01
56138,-4.229,0.01
56139,-4.28,0.01
56140,-4.247,0.01
56141,-4.184,0.01
56142,-4.126,0.01
56143,-4.192,0.01
56144,-4.215,0.01
56145,-4.23,0.01
56146,-4.234,0.01
56147,-4.34,0.01
56148,-4.486,0.01
56149,-4.724,0.01
56150,-4.605,0.01
56151,-4.621,0.01
56152,-4.531,0.01
56153,-4.603,0.01
56154,-4.711,0.01
56155,-4.623,0.01
56156,-4.618,0.01
56157,-4.739,0.01
56158,-4.399,0.01
56159,-4.293,0.01
56160,-4.494,0.01
56161,-4.043,0.01
56162,-4.051,0.01
56163,-4.431,0.01
56164,-4.16,0.01
56165,-4.086,0.01
56166,-4.319,0.01
56167,-4.223,0.01
56168,-4.036,0.01
56169,-4.295,0.01
56170,-4.322,0.01
56171,-4.078,0.01
56172,-4.104,0.01
56173,-4.154,0.01
56174,-4.519,0.01
56175,-4.428,0.01
56176,-4.393,0.01
56177,-4.442,0.01
56178,-4.177,0.01
56179,-4.387,0.01
56180,-4.478,0.01
56181,-4.436,0.01
56182,-4.447,0.01
56183,-4.781,0.01
56184,-4.59,0.01
56185,-4.561,0.01
56186,-4.37,0.01
56187,-4.523,0.01
56188,-4.521,0.01
56189,-4.433,0.01
56190,-4.348,0.01
56191,-4.358,0.01
56192,-4.486,0.01
56193,-4.367,0.01
56194,-4.254,0.01
56195,-4.366,0.01
56196,-4.608,0.01
56197,-4.711,0.01
56198,-4.406,0.01
56199,-4.446,0.01
56200,-4.136,0.01
56201,-4.226,0.01
56202,-4.571,0.01
56203,-4.418,0.01
56204,-4.372,0.01
56205,-4.404,0.01
56206,-4.471,0.01
56207,-4.557,0.01
56208,-4.152,0.01
56209,-4.317,0.01
56210,-4.259,0.01
56211,-4.432,0.01
56212,-4.546,0.01
56213,-4.287,0.01
56214,-4.286,0.01
56215,-4.369,0.01
56216,-4.324,0.01
56217,-4.575,0.01
56218,-4.713,0.01
56219,-4.594,0.01
56220,-4.821,0.01
56221,-4.718,0.01
56222,-4.724,0.01
56223,-4.712,0.01
56224,-4.761,0.01
56225,-4.85,0.01
56226,-4.915,0.01
56227,-4.9,0.01
56228,-4.817,0.01
56229,-4.842,0.01
56230,-4.706,0.01
56231,-4.703,0.01
56232,-4.973,0.01
56233,-4.9,0.01
56234,-4.801,0.01
56235,-4.933,0.01
56236,-4.807,0.01
56237,-4.914,0.01
56238,-4.947,0.01
56239,-4.949,0.01
56240,-4.731,0.01
56241,-4.869,0.01
56242,-4.948,0.01
56243,-4.942,0.01
56244,-4.495,0.01
56245,-4.976,0.01
56246,-4.689,0.01
56247,-4.812,0.01
56248,-4.869,0.01
56249,-4.874,0.01
56250,-4.92,0.01
56251,-4.84,0.01
56252,-5.061,0.01
56253,-4.747,0.01
56254,-4.916,0.01
56255,-4.775,0.01
56256,-4.748,0.01
56257,-4.662,0.01
56258,-4.763,0.01
56259,-4.736,0.01
56260,-4.93,0.01
56261,-4.997,0.01
56262,-4.837,0.01
56263,-5.171,0.01
56264,-4.959,0.01
56265,-4.838,0.01
56266,-5.05,0.01
56267,-4.893,0.01
56268,-4.856,0.01
56269,-4.951,0.01
56270,-4.534,0.01
56271,-4.884,0.01
56272,-4.826,0.01
56273,-4.875,0.01
56274,-4.903,0.01
56275,-4.442,0.01
56276,-4.365,0.01
56277,-4.561,0.01
56278,-4.88,0.01
56279,-4.631,0.01
56280,-4.684,0.01
56281,-4.724,0.01
56282,-4.692,0.01
56283,-4.244,0.01
56284,-4.567,0.01
56285,-4.626,0.01
56286,-4.866,0.01
56287,-4.713,0.01
56288,-4.628,0.01
56289,-4.775,0.01
56290,-4.85,0.01
56291,-4.894,0.01
56292,-4.745,0.01
56293,-4.557,0.01
56294,-4.989,0.01
56295,-4.863,0.01
56296,-4.82,0.01
56297,-4.83,0.01
56298,-4.84,0.01
56299,-4.792,0.01
56300,-4.781,0.01
56301,-4.861,0.01
56302,-4.759,0.01
56303,-4.861,0.01
56304,-4.834,0.01
56305,-4.878,0.01
56307,-4.635,0.01
56308,-4.78,0.01
56309,-4.668,0.01
56310,-4.277,0.01
56311,-4.533,0.01
56312,-4.625,0.01
56313,-4.436,0.01
56314,-4.458,0.01
56315,-4.595,0.01
56316,-4.516,0.01
56317,-4.713,0.01
56318,-4.776,0.01
56319,-4.484,0.01
56320,-4.489,0.01
56321,-4.544,0.01
56322,-4.697,0.01
56323,-4.733,0.01
56324,-4.195,0.01
56325,-4.189,0.01
56326,-4.515,0.01
56327,-4.388,0.01
56328,-4.526,0.01
56329,-4.621,0.01
56330,-8.51,0.06
56331,-8.47,0.06
56332,-8.51,0.06
56333,-8.66,0.06
56334,-8.56,0.06
56335,-8.6,0.06
56336,-8.58,0.06
56337,-8.54,0.06
56338,-8.65,0.06
56339,-8.53,0.06
56340,-8.64,0.06
56341,-8.52,0.06
56342,-8.69,0.06
56343,-8.72,0.06
56344,-8.62,0.06
56345,-8.65,0.06
56346,-8.47,0.06
56347,-8.63,0.06
56348,-8.53,0.06
56349,-8.8,0.06
56350,-8.68,0.06
56351,-8.71,0.06
56352,-8.72,0.06
56353,-8.82,0.06
56354,-8.85,0.06
56355,-8.84,0.06
56356,-8.61,0.06
56357,-8.6,0.06
56358,-8.78,0.06
56359,-8.88,0.06
56360,-8.72,0.06
56361,-8.84,0.06
56362,-8.81,0.06
56363,-8.74,0.06
56364,-8.86,0.06
56365,-8.95,0.06
56366,-8.87,0.06
56367,-8.79,0.06
56368,-8.69,0.06
56369,-8.78,0.06
56370,-8.76,0.06
56371,-8.88,0.06
56372,-8.85,0.06
56373,-8.94,0.06
56374,-8.94,0.06
56375,-8.87,0.06
56376,-9.0,0.06
56377,-9.22,0.06
56378,-9.29,0.06
56379,-9.13,0.06
56380,-9.05,0.06
56381,-9.17,0.06
56382,-9.08,0.06
56383,-9.06,0.06
56384,-9.13,0.06
56385,-9.15,0.06
56386,-8.88,0.06
56387,-8.89,0.06
56388,-8.97,0.06
56389,-9.01,0.06
56390,-8.96,0.06
56391,-9.02,0.06
56392,-9.03,0.06
56393,-9.07,0.06
56394,-9.2,0.06
56395,-9.12,0.06
56396,-9.09,0.06
56397,-9.14,0.06
56398,-9.2,0.06
56399,-9.14,0.06
56400,-9.13,0.06
56401,-9.14,0.06
56402,-9.01,0.06
56403,-9.07,0.06
56404,-9.11,0.06
56405,-9.06,0.06
56406,-9.04,0.06
56407,-8.87,0.06
56408,-9.06,0.06
56409,-9.05,0.06
56410,-8.97,0.06
56411,-8.92,0.06
56412,-9.04,0.06
56413,-8.93,0.06
56414,-8.83,0.06
56415,-8.76,0.06
56416,-8.66,0.06
56417,-8.73,0.06
56418,-8.76,0.06
56419,-8.71,0.06
56420,-8.79,0.06
56421,-8.83,0.06
56422,-8.81,0.06
56423,-8.75,0.06
56424,-8.61,0.06
56425,-8.58,0.06
56426,-8.66,0.06
56427,-8.68,0.06
56428,-8.57,0.06
56429,-8.67,0.06
56430,-8.53,0.06
56431,-8.61,0.06
56432,-8.49,0.06
56433,-8.59,0.06
56434,-8.61,0.06
56435,-8.68,0.06
56436,-8.41,0.06
56437,-8.43,0.06
56438,-8.43,0.06
56439,-8.42,0.06
56440,-8.39,0.06
56441,-8.41,0.06
56442,-8.38,0.06
56443,-8.4,0.06
56444,-8.4,0.06
56445,-8.4,0.06
56446,-8.46,0.06
56447,-8.38,0.06
56448,-8.47,0.06
56449,-8.56,0.06
56450,-8.52,0.06
56451,-8.46,0.06
56452,-8.68,0.06
56453,-8.57,0.06
56454,-8.66,0.06
56455,-8.68,0.06
56456,-8.79,0.06
56457,-8.79,0.06
56458,-8.82,0.06
56459,-8.71,0.06
56460,-8.86,0.06
56461,-8.87,0.06
56462,-8.86,0.06
56463,-8.84,0.06
56464,-8.68,0.06
56465,-8.7,0.06
56466,-8.71,0.06
56467,-8.59,0.06
56468,-8.64,0.06
56469,-8.88,0.06
56470,-8.72,0.06
56471,-8.72,0.06
56472,-8.77,0.06
56473,-8.75,0.06
56474,-8.59,0.06
56475,-8.7,0.06
56476,-8.39,0.06
56477,-8.55,0.06
56478,-8.41,0.06
56479,-8.37,0.06
56480,-8.46,0.06
56481,-8.51,0.06
56482,-8.48,0.06
56483,-8.52,0.06
56484,-8.47,0.06
56485,-8.66,0.06
56486,-8.62,0.06
56487,-8.66,0.06
56488,-8.71,0.06
56489,-8.65,0.06
56490,-8.74,0.06
56491,-8.76,0.06
56492,-8.86,0.06
56493,-8.77,0.06
56494,-8.86,0.06
56495,-8.77,0.06
56496,-8.82,0.06
56497,-8.79,0.06
56498,-8.76,0.06
56499,-8.99,0.06
56500,-8.77,0.06
56501,-8.78,0.06
56502,-8.77,0.06
56503,-8.49,0.06
56504,-8.68,0.06
56505,-8.57,0.06
56506,-8.75,0.06
56507,-8.68,0.06
56508,-8.78,0.06
56509,-8.56,0.06
56510,-8.63,0.06
56511,-8.66,0.06
56512,-8.52,0.06
56513,-8.41,0.06
56514,-8.33,0.06
56515,-8.43,0.06
56516,-8.39,0.06
56517,-8.64,0.06
56518,-8.61,0.06
56519,-8.43,0.06
56520,-8.63,0.06
56521,-8.65,0.06
56522,-8.63,0.06
56523,-8.48,0.06
56524,-8.5,0.06
56525,-8.84,0.06
56526,-8.29,0.06
56527,-8.36,0.06
56528,-8.39,0.06
56529,-8.27,0.06
56530,-8.36,0.06
56531,-8.54,0.06
56532,-8.52,0.06
56533,-8.51,0.06
56534,-8.33,0.06
56535,-8.58,0.06
56536,-8.47,0.06
56537,-8.42,0.06
56538,-8.17,0.06
56539,-8.91,0.06
56540,-8.47,0.06
56541,-8.88,0.06
56542,-8.85,0.06
56543,-8.74,0.06
56544,-8.77,0.06
56545,-8.72,0.06
56546,-8.85,0.06
56547,-9.13,0.06
56548,-8.83,0.06
56549,-8.97,0.06
56550,-8.77,0.06
56551,-8.77,0.06
56552,-8.62,0.06
56553,-8.76,0.06
56554,-8.34,0.06
56555,-8.32,0.06
56556,-8.32,0.06
56557,-8.29,0.06
56558,-8.17,0.06
56559,-8.46,0.06
56560,-8.35,0.06
56561,-8.6,0.06
56562,-8.63,0.06
56563,-8.71,0.06
56564,-8.62,0.06
56565,-8.69,0.06
56566,-8.81,0.06
56567,-8.7,0.06
56568,-8.79,0.06
56569,-8.93,0.06
56570,-8.97,0.06
56571,-8.88,0.06
56572,-8.84,0.06
56573,-8.86,0.06
56574,-8.98,0.06
56575,-8.99,0.06
56576,-9.03,0.06
56577,-8.95,0.06
56578,-9.15,0.06
56579,-9.03,0.06
56580,-8.94,0.06
56581,-8.93,0.06
56582,-9.03,0.06
56583,-8.89,0.06
56584,-8.87,0.06
56585,-8.98,0.06
56586,-8.89,0.06
56587,-8.96,0.06
56588,-8.86,0.06
56589,-8.9,0.06
56590,-8.84,0.06
56591,-8.91,0.06
56592,-8.93,0.06
56593,-8.83,0.06
56594,-8.87,0.06
56595,-8.73,0.06
56596,-8.78,0.06
56597,-8.75,0.06
56598,-8.82,0.06
56599,-8.85,0.06
56600,-8.79,0.06
56601,-8.76,0.06
56602,-8.68,0.06
56603,-8.65,0.06
56604,-8.76,0.06
56605,-8.75,0.06
56606,-8.7,0.06
56607,-8.85,0.06
56608,-8.8,0.06
56609,-8.91,0.06
56610,-9.17,0.06
56611,-8.77,0.06
56612,-9.03,0.06
56613,-8.94,0.06
56614,-8.71,0.06
56615,-8.69,0.06
56616,-8.66,0.06
56617,-8.78,0.06
56618,-8.68,0.06
56619,-8.65,0.06
56620,-8.65,0.06
56621,-8.62,0.06
56622,-8.51,0.06
56623,-8.47,0.06
56624,-8.88,0.06
56625,-8.47,0.06
56626,-8.58,0.06
56627,-8.68,0.06
56628,-8.59,0.06
56629,-8.38,0.06
56630,-8.52,0.06
56631,-8.48,0.06
56632,-8.49,0.06
56633,-8.44,0.06
56634,-8.57,0.06
56635,-8.63,0.06
56636,-8.54,0.06
56637,-8.55,0.06
56638,-8.66,0.06
56639,-8.75,0.06
56640,-8.64,0.06
56641,-8.91,0.06
56642,-8.87,0.06
56643,-8.78,0.06
56644,-8.75,0.06
56645,-8.85,0.06
56646,-9.03,0.06
56647,-9.04,0.06
56648,-9.0,0.06
56649,-9.09,0.06
56650,-9.12,0.06
56651,-9.14,0.06
56652,-8.99,0.06
56653,-8.72,0.06
56654,-9.03,0.06
56655,-9.08,0.06
56656,-8.99,0.06
56657,-9.01,0.06
56658,-8.96,0.06
56659,-9.0,0.06
56660,-8.91,0.06
56661,-8.99,0.06
56662,-9.03,0.06
56663,-8.94,0.06
56664,-8.91,0.06
56665,-8.74,0.06
56666,-8.97,0.06
56667,-8.72,0.06
56668,-8.78,0.06
56669,-8.82,0.06
56670,-8.83,0.06
56671,-8.92,0.06
56672,-8.92,0.06
56673,-8.94,0.06
56674,-9.1,0.06
56675,-8.9,0.06
56676,-8.88,0.06
56677,-8.84,0.06
56678,-9.03,0.06
56679,-9.44,0.06
56680,-9.15,0.06
56681,-9.3,0.06
56682,-9.15,0.06
56683,-9.23,0.06
56684,-9.25,0.06
56685,-9.13,0.06
56686,-9.26,0.06
56687,-9.24,0.06
56688,-9.25,0.06
56689,-9.21,0.06
56690,-9.26,0.06
56691,-9.18,0.06
56692,-9.3,0.06
56693,-9.31,0.06
56694,-9.37,0.06
56695,-9.32,0.06
56696,-9.19,0.06
56697,-9.24,0.06
56698,-9.23,0.06
56699,-9.22,0.06
56700,-9.25,0.06
56701,-9.2,0.06
56702,-9.26,0.06
56703,-9.32,0.06
56704,-8.87,0.06
56705,-8.93,0.06
56706,-8.74,0.06
56707,-8.6,0.06
56708,-8.84,0.06
56709,-8.96,0.06
56710,-8.65,0.06
56711,-9.04,0.06
56712,-8.71,0.06
56713,-8.89,0.06
56714,-8.65,0.06
56715,-8.65,0.06
56716,-8.73,0.06
56717,-8.75,0.06
56718,-8.74,0.06
56719,-8.92,0.06
56720,-8.88,0.06
56721,-8.83,0.06
56722,-8.87,0.06
56723,-8.79,0.06
56724,-8.82,0.06
56725,-8.93,0.06
56726,-8.92,0.06
56727,-8.9,0.06
56728,-8.88,0.06
56729,-8.92,0.06
56730,-9.0,0.06
56731,-9.02,0.06
56732,-9.26,0.06
56733,-9.08,0.06
56734,-9.31,0.06
56735,-8.91,0.06
56736,-9.23,0.06
56737,-9.01,0.06
56738,-9.04,0.06
56739,-8.99,0.06
56740,-9.04,0.06
56741,-8.73,0.06
56742,-9.0,0.06
56743,-9.05,0.06
56744,-9.12,0.06
56745,-9.0,0.06
56746,-8.96,0.06
56747,-9.11,0.06
56748,-8.99,0.06
56749,-9.01,0.06
56750,-8.7,0.06
56751,-8.98,0.06
56752,-9.07,0.06
56753,-9.08,0.06
56754,-9.07,0.06
56755,-9.08,0.06
56756,-9.23,0.06
56757,-9.12,0.06
56758,-8.94,0.06
56759,-8.7,0.06
56760,-8.85,0.06
56761,-8.54,0.06
56762,-8.59,0.06
56763,-8.6,0.06
56764,-8.67,0.06
56765,-8.77,0.06
56766,-9.12,0.06
56767,-8.8,0.06
56768,-8.75,0.06
56769,-9.03,0.06
56770,-9.2,0.06
56771,-9.29,0.06
56772,-9.24,0.06
56773,-9.18,0.06
56774,-9.17,0.06
56775,-8.56,0.06
56776,-8.32,0.06
56777,-8.2,0.06
56778,-8.36,0.06
56779,-8.78,0.06
56780,-8.85,0.06
56781,-8.16,0.06
56782,-8.12,0.06
56783,-8.42,0.06
56784,-8.59,0.06
56785,-8.34,0.06
56786,-8.31,0.06
56787,-8.4,0.06
56788,-8.3,0.06
56789,-8.39,0.06
56790,-8.74,0.06
56791,-8.54,0.06
56792,-8.27,0.06
56793,-8.38,0.06
56794,-8.39,0.06
56795,-8.88,0.06
56796,-8.42,0.06
56797,-8.27,0.06
56798,-8.18,0.06
56799,-8.31,0.06
56800,-8.41,0.06
56801,-8.28,0.06
56802,-8.25,0.06
56803,-7.88,0.06
56804,-7.92,0.06
56805,-8.16,0.06
56806,-8.16,0.06
56807,-8.34,0.06
56808,-8.0,0.06
56809,-8.2,0.06
56810,-8.28,0.06
56811,-8.11,0.06
56812,-8.26,0.06
56813,-8.2,0.06
56814,-8.26,0.06
56815,-8.84,0.06
