dating_id,entity_id,date_type,depth_dating,dating_thickness,lab_num,material_dated,min_weight,max_weight,uncorr_age,uncorr_age_uncert_pos,uncorr_age_uncert_neg,14C_correction,calib_used,date_used,238U_content,238U_uncertainty,232Th_content,232Th_uncertainty,230Th_content,230Th_uncertainty,230Th_232Th_ratio,230Th_232Th_ratio_uncertainty,230Th_238U_activity,230Th_238U_activity_uncertainty,234U_238U_activity,234U_238U_activity_uncertainty,ini_230Th_232Th_ratio,ini_230Th_232Th_ratio_uncertainty,decay_constant,corr_age,corr_age_uncert_pos,corr_age_uncert_neg,date_used_lin_interp,date_used_lin_reg,date_used_Bchron,date_used_Bacon,date_used_OxCal,date_used_copRa,date_used_StalAge
150,11,MC-ICP-MS U/Th,1.5,,KS06A-H1,calcite,,,4010.0,20.0,20.0,,,yes,930.0,2.0,10500.0,200.0,,,20.36075312,0.370195511,0.0755,0.0004,2.0832,0.0031,0.814430125,0.203607531,Cheng et al. 2000,3800.0,60.0,60.0,yes,yes,,,,yes,yes
151,11,MC-ICP-MS U/Th,12.8,,KS06A-H2,calcite,,,5580.0,20.0,20.0,,,yes,1135.0,3.0,2660.0,60.0,,,131.4194065,3.701955113,0.1004,0.0004,2.0034,0.0028,0.814430125,0.203607531,Cheng et al. 2000,5490.0,30.0,30.0,yes,yes,,,,yes,yes
152,11,MC-ICP-MS U/Th,23.3,,KS06A-H5,calcite,,,7450.0,30.0,30.0,,,yes,2190.0,4.0,9900.0,200.0,,,85.88535863,1.665879801,0.1267,0.0004,1.9086,0.003,0.814430125,0.203607531,Cheng et al. 2000,7320.0,40.0,40.0,yes,yes,,,,yes,yes
153,11,MC-ICP-MS U/Th,25.8,,KS06A-H6,calcite,,,8070.0,30.0,30.0,,,yes,2596.0,5.0,9700.0,200.0,,,111.0586534,1.850977557,0.1348,0.0005,1.879,0.0027,0.814430125,0.203607531,Cheng et al. 2000,7960.0,40.0,40.0,yes,yes,,,,yes,yes
154,11,MC-ICP-MS U/Th,26.5,,KS06A-H7,calcite,,,8410.0,30.0,30.0,,,yes,3035.0,4.0,8500.0,200.0,,,151.7801597,3.701955113,0.1394,0.0004,1.8668,0.0024,0.814430125,0.203607531,Cheng et al. 2000,8310.0,30.0,30.0,yes,yes,,,,yes,yes
155,11,MC-ICP-MS U/Th,27.3,,KS06A-H8,calcite,,,8640.0,30.0,30.0,,,yes,3871.0,6.0,960.0,20.0,,,1758.428679,37.01955113,0.1422,0.0004,1.8573,0.0025,0.814430125,0.203607531,Cheng et al. 2000,8570.0,30.0,30.0,yes,yes,,,,yes,yes
156,11,MC-ICP-MS U/Th,31.8,,KS06A-H3,calcite,,,9550.0,50.0,50.0,,,yes,3530.0,10.0,11200.0,200.0,,,170.2899352,3.701955113,0.1768,0.0008,2.0936,0.0035,0.814430125,0.203607531,Cheng et al. 2000,9450.0,60.0,60.0,yes,yes,,,,yes,yes
157,12,Event; hiatus,10.275,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
158,12,Event; hiatus,20.12,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
159,12,Event; hiatus,22.17,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
160,12,MC-ICP-MS U/Th,0.3,,KS06A-1,calcite,,,53300.0,200.0,200.0,,,yes,3072.0,7.0,3290.0,70.0,,,1869.487332,37.01955113,0.6557,0.0021,1.6478,0.0021,0.814430125,0.407215062,Cheng et al. 2000,53300.0,400.0,400.0,,,,,,,
161,12,MC-ICP-MS U/Th,1.8,,KS06A-2,calcite,,,65100.0,200.0,200.0,,,yes,1254.0,2.0,900.0,20.0,,,3330.0,74.03910227,0.7835,0.0016,1.6837,0.0018,0.814430125,0.407215062,Cheng et al. 2000,65000.0,300.0,300.0,,,,,,,
162,12,MC-ICP-MS U/Th,3.3,,KS06A-1,calcite,,,74700.0,300.0,300.0,,,yes,762.0,1.0,3820.0,40.0,,,536.7834915,7.403910227,0.8913,0.0023,1.7258,0.003,0.814430125,0.407215062,Cheng et al. 2000,74600.0,500.0,500.0,,,,,,,
163,12,MC-ICP-MS U/Th,3.5,,KS06A-3,calcite,,,76500.0,300.0,300.0,,,yes,1438.0,3.0,550.0,10.0,,,6830.107184,148.0782045,0.8464,0.0021,1.6154,0.002,0.814430125,0.407215062,Cheng et al. 2000,76500.0,500.0,500.0,,,,,,,
164,12,MC-ICP-MS U/Th,5.1,,KS06A-4,calcite,,,79000.0,400.0,400.0,,,yes,2414.0,5.0,373.0,8.0,,,16473.70026,370.1955113,0.8304,0.0024,1.5523,0.002,0.814430125,0.407215062,Cheng et al. 2000,79000.0,500.0,500.0,,,,,,,
165,12,MC-ICP-MS U/Th,6.8,,KS06A-5,calcite,,,81000.0,400.0,400.0,,,yes,3498.0,9.0,560.0,10.0,,,16103.50474,370.1955113,0.849,0.0025,1.5596,0.0021,0.814430125,0.407215062,Cheng et al. 2000,80900.0,600.0,600.0,,,,,,,
166,12,MC-ICP-MS U/Th,8.3,,KS06A-6,calcite,,,81900.0,400.0,400.0,,,yes,2759.0,6.0,670.0,20.0,,,11290.9631,185.0977557,0.9027,0.0026,1.6391,0.0022,0.814430125,0.407215062,Cheng et al. 2000,81900.0,600.0,600.0,,,,,,,
167,12,MC-ICP-MS U/Th,9.5,,KS06A-7,calcite,,,84700.0,300.0,300.0,,,yes,1136.0,2.0,4220.0,90.0,,,838.4928332,16.65879801,1.0207,0.002,1.7996,0.0019,0.814430125,0.407215062,Cheng et al. 2000,84600.0,400.0,400.0,,,,,,,
168,12,MC-ICP-MS U/Th,10.5,,KS06A-1,calcite,,,93700.0,300.0,300.0,,,yes,271.0,1.0,6740.0,70.0,,,140.4891966,1.480782045,1.1436,0.0022,1.8751,0.0019,0.814430125,0.407215062,Cheng et al. 2000,93300.0,600.0,600.0,,,,,,,
169,12,MC-ICP-MS U/Th,10.8,,KS06A-8,calcite,,,94600.0,300.0,300.0,,,yes,303.0,1.0,22400.0,500.0,,,48.12541648,0.925488778,1.163,0.0018,1.8932,0.0019,0.814430125,0.407215062,Cheng et al. 2000,93600.0,1200.0,1200.0,,,,,,,
170,12,MC-ICP-MS U/Th,12.3,,KS06A-9,calcite,,,96100.0,200.0,200.0,,,yes,318.0,1.0,11300.0,300.0,,,96.25083295,3.701955113,1.1253,0.0015,1.8182,0.0019,0.814430125,0.407215062,Cheng et al. 2000,95500.0,700.0,700.0,,,,,,,
171,12,MC-ICP-MS U/Th,13.7,,KS06A-10,calcite,,,97400.0,200.0,200.0,,,yes,429.0,1.0,2310.0,50.0,,,610.8225937,12.9568429,1.0767,0.0013,1.7295,0.0018,0.814430125,0.407215062,Cheng et al. 2000,97300.0,400.0,400.0,,,,,,,
172,12,MC-ICP-MS U/Th,14.2,,KS06A-11,calcite,,,99900.0,300.0,300.0,,,yes,953.0,1.0,1070.0,20.0,,,2720.937008,55.5293267,0.9987,0.0015,1.5877,0.0018,0.814430125,0.407215062,Cheng et al. 2000,99800.0,500.0,500.0,,,,,,,
173,12,MC-ICP-MS U/Th,14.8,,KS06A-12,calcite,,,101400.0,300.0,300.0,,,yes,1446.0,2.0,520.0,10.0,,,8107.281699,166.5879801,0.9636,0.0015,1.5222,0.0017,0.814430125,0.407215062,Cheng et al. 2000,101400.0,500.0,500.0,,,,,,,
174,12,MC-ICP-MS U/Th,15.0,,KS06A-2,calcite,,,101700.0,400.0,400.0,,,yes,2053.0,3.0,3970.0,40.0,,,1490.036933,16.65879801,0.9427,0.0022,1.489,0.0015,0.814430125,0.407215062,Cheng et al. 2000,101600.0,600.0,600.0,,,,,,,
175,12,MC-ICP-MS U/Th,15.2,,KS06A-26,calcite,,,102600.0,400.0,400.0,,,yes,1859.0,3.0,2500.0,50.0,,,2184.153517,55.5293267,0.9605,0.0019,1.5073,0.0016,0.814430125,0.407215062,Cheng et al. 2000,102500.0,600.0,600.0,,,,,,,
176,12,MC-ICP-MS U/Th,15.8,,KS08-127-1,calcite,,,103200.0,400.0,400.0,,,yes,2451.0,4.0,2210.0,50.0,,,3128.152071,74.03910227,0.9235,0.0021,1.449,0.0018,0.814430125,0.407215062,Cheng et al. 2000,103100.0,700.0,700.0,,,,,,,
177,12,MC-ICP-MS U/Th,16.0,,KS08-1-27-3,calcite,,,103400.0,500.0,500.0,,,yes,2818.0,5.0,3260.0,70.0,,,2406.270824,55.5293267,0.9109,0.0022,1.4291,0.002,0.814430125,0.407215062,Cheng et al. 2000,103300.0,700.0,700.0,,,,,,,
178,12,MC-ICP-MS U/Th,16.5,,KS06A-14,calcite,,,104100.0,300.0,300.0,,,yes,1646.0,2.0,3320.0,70.0,,,1425.252719,37.01955113,0.9373,0.0016,1.461,0.0017,0.814430125,0.407215062,Cheng et al. 2000,104000.0,500.0,500.0,,,,,,,
179,12,MC-ICP-MS U/Th,23.8,,KS06A-3,calcite,,,189100.0,1000.0,1000.0,,,yes,640.0,1.0,1820.0,20.0,,,1351.213616,18.50977557,1.2642,0.0025,1.4366,0.0014,0.814430125,0.407215062,Cheng et al. 2000,189000.0,1600.0,1600.0,,,,,,,
180,12,MC-ICP-MS U/Th,24.1,,KS06A-28-2,calcite,,,190200.0,1000.0,1000.0,,,yes,615.0,1.0,830.0,20.0,,,2850.505437,55.5293267,1.2638,0.002,1.4331,0.0017,0.814430125,0.407215062,Cheng et al. 2000,190100.0,1500.0,1500.0,,,,,,,
181,12,MC-ICP-MS U/Th,24.2,,KS06A-16,calcite,,,192000.0,1000.0,1000.0,,,yes,833.0,1.0,1210.0,30.0,,,2665.407682,55.5293267,1.2691,0.002,1.4334,0.0016,0.814430125,0.407215062,Cheng et al. 2000,191900.0,1500.0,1500.0,,,,,,,
182,12,MC-ICP-MS U/Th,27.5,,KS06A-29,calcite,,,198600.0,1100.0,1100.0,,,yes,1210.0,2.0,2090.0,40.0,,,2276.702395,55.5293267,1.2941,0.0023,1.4405,0.0017,0.814430125,0.407215062,Cheng et al. 2000,198500.0,1700.0,1700.0,,,,,,,
183,12,MC-ICP-MS U/Th,28.9,,KS06A-18,calcite,,,203300.0,1100.0,1100.0,,,yes,412.0,1.0,1130.0,30.0,,,1517.801597,37.01955113,1.366,0.0022,1.4975,0.0018,0.814430125,0.407215062,Cheng et al. 2000,203200.0,1700.0,1700.0,,,,,,,
184,12,MC-ICP-MS U/Th,29.1,,KS08-1-30-1,calcite,,,203900.0,2100.0,2100.0,,,yes,510.0,1.0,1740.0,40.0,,,1240.154963,37.01955113,1.3842,0.0054,1.5133,0.0017,0.814430125,0.407215062,Cheng et al. 2000,203800.0,3300.0,3300.0,,,,,,,
185,12,MC-ICP-MS U/Th,29.5,,KS06A-30,calcite,,,208400.0,1100.0,1100.0,,,yes,391.0,1.0,1540.0,30.0,,,1018.037656,18.50977557,1.322,0.002,1.4433,0.0017,0.814430125,0.407215062,Cheng et al. 2000,208300.0,1700.0,1700.0,,,,,,,
186,12,MC-ICP-MS U/Th,31.1,,KS06A-19,calcite,,,211100.0,1200.0,1200.0,,,yes,703.0,1.0,710.0,20.0,,,3664.935562,74.03910227,1.2044,0.0018,1.327,0.0016,0.814430125,0.407215062,Cheng et al. 2000,211100.0,1900.0,1900.0,,,,,,,
187,12,MC-ICP-MS U/Th,32.5,,KS06A-20,calcite,,,215500.0,1600.0,1600.0,,,yes,2115.0,3.0,2390.0,50.0,,,3331.759602,74.03910227,1.2346,0.0026,1.3465,0.0017,0.814430125,0.407215062,Cheng et al. 2000,215400.0,2400.0,2400.0,,,,,,,
188,12,MC-ICP-MS U/Th,32.6,,KS06A-31,calcite,,,216500.0,1700.0,1700.0,,,yes,2953.0,5.0,6900.0,200.0,,,1536.311372,37.01955113,1.1761,0.0028,1.2904,0.0016,0.814430125,0.407215062,Cheng et al. 2000,216400.0,2700.0,2700.0,,,,,,,
189,12,MC-ICP-MS U/Th,33.3,,KS08-1-32-1,calcite,,,222700.0,1400.0,1400.0,,,yes,1297.0,2.0,530.0,20.0,,,9995.278806,185.0977557,1.3513,0.0025,1.44,0.0016,0.814430125,0.407215062,Cheng et al. 2000,222700.0,2200.0,2200.0,,,,,,,
190,12,MC-ICP-MS U/Th,34.1,,KS06A-21,calcite,,,225100.0,1300.0,1300.0,,,yes,760.0,1.0,220.0,5.0,,,14067.42943,370.1955113,1.3675,0.002,1.45,0.0017,0.814430125,0.407215062,Cheng et al. 2000,225100.0,2000.0,2000.0,,,,,,,
191,12,MC-ICP-MS U/Th,34.3,,KS08-1-32-2,calcite,,,227800.0,1500.0,1500.0,,,yes,884.0,1.0,300.0,6.0,,,12586.64739,370.1955113,1.3832,0.0026,1.459,0.0017,0.814430125,0.407215062,Cheng et al. 2000,227800.0,2400.0,2400.0,,,,,,,
192,12,MC-ICP-MS U/Th,36.5,,KS06A-34,calcite,,,230600.0,1400.0,1400.0,,,yes,605.0,1.0,164.0,4.0,,,14992.91821,370.1955113,1.3268,0.0021,1.4029,0.0016,0.814430125,0.407215062,Cheng et al. 2000,230600.0,2200.0,2200.0,,,,,,,
193,12,MC-ICP-MS U/Th,36.8,,KS06A-23,calcite,,,231100.0,1300.0,1300.0,,,yes,595.0,1.0,24.0,1.0,,,101248.4724,5552.93267,1.3437,0.002,1.4173,0.0016,0.814430125,0.407215062,Cheng et al. 2000,231100.0,2100.0,2100.0,,,,,,,
194,12,MC-ICP-MS U/Th,38.5,,KS06A-35,calcite,,,232000.0,1500.0,1500.0,,,yes,704.0,1.0,147.0,3.0,,,19805.45986,555.293267,1.3497,0.0023,1.4211,0.0017,0.814430125,0.407215062,Cheng et al. 2000,231900.0,2300.0,2300.0,,,,,,,
195,12,MC-ICP-MS U/Th,39.7,,KS06A-25,calcite,,,235200.0,1300.0,1300.0,,,yes,672.0,1.0,550.0,10.0,,,4979.129628,111.0586534,1.3216,0.0019,1.3905,0.0015,0.814430125,0.407215062,Cheng et al. 2000,235100.0,2100.0,2100.0,,,,,,,
196,13,Event; hiatus,35.465,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,yes,,,yes,yes
197,13,MC-ICP-MS U/Th,8.0,,KS06B-2,calcite,,,259600.0,2200.0,2200.0,,,yes,3702.0,5.0,3700.0,80.0,,,3646.425787,74.03910227,1.1953,0.0023,1.2467,0.0015,0.814430125,0.407215062,Cheng et al. 2000,259500.0,2800.0,2800.0,yes,,yes,,,yes,yes
198,13,MC-ICP-MS U/Th,8.5,,KS06B-2,calcite,,,260600.0,2700.0,2700.0,,,yes,2583.0,5.0,5200.0,100.0,,,1850.0,37.01955113,1.211,0.0029,1.2591,0.0017,0.814430125,0.407215062,Cheng et al. 2000,260500.0,3400.0,3400.0,yes,,yes,,,yes,yes
199,13,MC-ICP-MS U/Th,9.0,,KS06B-3,calcite,,,264400.0,4400.0,4400.0,,,yes,2037.0,6.0,29407.0,60.0,,,2628.388131,55.5293267,1.2449,0.0053,1.2837,0.0016,0.814430125,0.407215062,Cheng et al. 2000,264400.0,5400.0,5400.0,yes,,yes,,,yes,yes
200,13,MC-ICP-MS U/Th,10.5,,KS06B-3,calcite,,,279700.0,2500.0,2500.0,,,yes,600.0,1.0,300.0,6.0,,,7533.478656,166.5879801,1.2362,0.0021,1.261,0.0015,0.814430125,0.407215062,Cheng et al. 2000,279600.0,3100.0,3100.0,yes,,yes,,,yes,yes
201,13,MC-ICP-MS U/Th,14.0,,KS06B-4,calcite,,,284300.0,3700.0,3700.0,,,yes,1535.0,3.0,500.0,10.0,,,11457.55108,240.6270824,1.2153,0.0034,1.2395,0.0015,0.814430125,0.407215062,Cheng et al. 2000,284200.0,4600.0,4600.0,yes,,yes,,,yes,yes
202,13,MC-ICP-MS U/Th,16.5,,KS06B-3,calcite,,,293600.0,3000.0,3000.0,,,yes,1421.0,2.0,620.0,6.0,,,8940.221599,92.54887784,1.2841,0.0027,1.2882,0.0013,0.814430125,0.407215062,Cheng et al. 2000,293600.0,3800.0,3800.0,yes,,yes,,,yes,yes
203,13,MC-ICP-MS U/Th,17.0,,KS06B-5,calcite,,,293800.0,4800.0,4800.0,,,yes,1999.0,5.0,360.0,7.0,,,21700.0,555.0,1.2823,0.0044,1.2866,0.0017,0.814430125,0.407215062,Cheng et al. 2000,293700.0,6000.0,6000.0,yes,,yes,,,yes,yes
204,13,MC-ICP-MS U/Th,17.5,,KS06B-6,calcite,,,306800.0,3100.0,3100.0,,,yes,659.0,1.0,2530.0,50.0,,,1018.037656,18.50977557,1.2734,0.002,1.2692,0.0016,0.814430125,0.407215062,Cheng et al. 2000,306700.0,3900.0,3900.0,yes,,yes,,,yes,yes
205,13,MC-ICP-MS U/Th,20.0,,KS06B-7,calcite,,,311600.0,3400.0,3400.0,,,yes,2013.0,3.0,2250.0,50.0,,,3520.0,74.03910227,1.2843,0.0022,1.2745,0.0016,0.814430125,0.407215062,Cheng et al. 2000,311600.0,4200.0,4200.0,yes,,yes,,,yes,yes
206,13,MC-ICP-MS U/Th,21.5,,KS06B-6,calcite,,,315000.0,4500.0,4500.0,,,yes,1937.0,3.0,1340.0,30.0,,,5589.952221,111.0586534,1.2664,0.0031,1.2579,0.0016,0.814430125,0.407215062,Cheng et al. 2000,314900.0,5600.0,5600.0,yes,,yes,,,yes,yes
207,13,MC-ICP-MS U/Th,22.5,,KS06B-8,calcite,,,316600.0,3600.0,3600.0,,,yes,488.0,1.0,388.0,8.0,,,4923.600301,111.0586534,1.2832,0.0023,1.2702,0.0016,0.814430125,0.407215062,Cheng et al. 2000,316500.0,4600.0,4600.0,yes,,yes,,,yes,yes
208,13,MC-ICP-MS U/Th,26.0,,KS06B-9,calcite,,,316900.0,3600.0,3600.0,,,yes,674.0,1.0,373.0,8.0,,,6941.165838,148.0782045,1.2568,0.002,1.2489,0.0017,0.814430125,0.407215062,Cheng et al. 2000,316800.0,4500.0,4500.0,yes,,yes,,,yes,yes
209,13,MC-ICP-MS U/Th,29.0,,KS06B-11,calcite,,,319700.0,4100.0,4100.0,,,yes,1074.0,1.0,520.0,10.0,,,7718.576412,166.5879801,1.2357,0.0021,1.2303,0.0018,0.814430125,0.407215062,Cheng et al. 2000,319700.0,5100.0,5100.0,yes,,yes,,,yes,yes
210,13,MC-ICP-MS U/Th,31.0,,KS06B-12,calcite,,,324200.0,3700.0,3700.0,,,yes,1607.0,2.0,490.0,10.0,,,12160.92255,240.6270824,1.2231,0.002,1.2176,0.0014,0.814430125,0.407215062,Cheng et al. 2000,324200.0,4700.0,4700.0,yes,,yes,,,yes,yes
211,13,MC-ICP-MS U/Th,34.0,,KS06B-13,calcite,,,332700.0,4600.0,4600.0,,,yes,2404.0,3.0,2520.0,50.0,,,3498.347582,74.03910227,1.2008,0.0022,1.1954,0.0016,0.814430125,0.407215062,Cheng et al. 2000,332600.0,5800.0,5800.0,yes,,yes,,,yes,yes
212,13,MC-ICP-MS U/Th,36.8,,KS06B-5,calcite,,,365100.0,6000.0,6000.0,,,yes,2456.0,4.0,3670.0,40.0,,,2739.446784,37.01955113,1.3354,0.003,1.2846,0.0014,0.814430125,0.407215062,Cheng et al. 2000,365000.0,7500.0,7500.0,yes,,yes,,,yes,yes
213,13,MC-ICP-MS U/Th,39.0,,KS06B-15,calcite,,,377300.0,6000.0,6000.0,,,yes,2104.0,3.0,3090.0,60.0,,,2665.407682,55.5293267,1.286,0.0022,1.2418,0.0015,0.814430125,0.407215062,Cheng et al. 2000,377200.0,7500.0,7500.0,yes,,yes,,,yes,yes
214,13,MC-ICP-MS U/Th,41.0,,KS06B-19,calcite,,,384500.0,5800.0,5800.0,,,yes,1984.0,2.0,3000.0,60.0,,,2609.878355,55.5293267,1.288,0.0018,1.2407,0.0015,0.814430125,0.407215062,Cheng et al. 2000,384400.0,7300.0,7300.0,yes,,yes,,,yes,yes
215,13,MC-ICP-MS U/Th,43.0,,KS06B-20,calcite,,,392500.0,6700.0,6700.0,,,yes,1830.0,2.0,1880.0,40.0,,,3646.425787,74.03910227,1.2221,0.0017,1.1883,0.0015,0.814430125,0.407215062,Cheng et al. 2000,392500.0,8400.0,8400.0,yes,,yes,,,yes,yes
216,13,MC-ICP-MS U/Th,46.6,,KS06B-6,calcite,,,416000.0,10000.0,10000.0,,,yes,2456.0,4.0,10300.0,100.0,,,888.4692272,9.254887784,1.2204,0.0028,1.1806,0.0013,0.814430125,0.407215062,Cheng et al. 2000,416000.0,13000.0,13000.0,yes,,yes,,,yes,yes
217,13,MC-ICP-MS U/Th,49.0,,KS06B-18,calcite,,,440000.0,12000.0,12000.0,,,yes,1468.0,2.0,1430.0,30.0,,,3868.543094,74.03910227,1.2317,0.0024,1.1839,0.0014,0.814430125,0.407215062,Cheng et al. 2000,440000.0,15000.0,15000.0,yes,,yes,,,yes,yes
218,13,MC-ICP-MS U/Th,50.0,,KS06B-22,calcite,,,457000.0,11000.0,11000.0,,,yes,760.0,1.0,670.0,20.0,,,4275.758156,92.54887784,1.2428,0.0016,1.189,0.0014,0.814430125,0.407215062,Cheng et al. 2000,456000.0,13000.0,13000.0,yes,,yes,,,yes,yes
219,14,MC-ICP-MS U/Th,1.2,,KS08-1-H1,calcite,,,710.0,60.0,60.0,,,yes,183.0,0.4,3620.0,70.0,,,2.036075312,0.185097756,0.0134,0.0011,2.049,0.0027,0.814430125,0.203607531,Cheng et al. 2000,400.0,100.0,100.0,yes,yes,,,,yes,yes
220,14,MC-ICP-MS U/Th,7.1,,KS08-1-H4,calcite,,,1640.0,90.0,90.0,,,yes,159.7,0.2,1260.0,30.0,,,11.84625636,0.740391023,0.0306,0.0017,2.0477,0.0034,0.814430125,0.203607531,Cheng et al. 2000,1470.0,100.0,100.0,yes,yes,,,,yes,yes
221,14,MC-ICP-MS U/Th,11.0,,KS08-1-H7(i),calcite,,,6620.0,200.0,200.0,,,yes,190.4,0.4,57000.0,1000.0,,,1.258664739,0.037019551,0.122,0.0037,2.0621,0.0029,0.814430125,0.203607531,Cheng et al. 2000,2300.0,1500.0,1500.0,yes,yes,,,,yes,yes
222,14,MC-ICP-MS U/Th,14.4,,KS08-1-H2,calcite,,,3770.0,30.0,30.0,,,yes,427.6,0.9,16400.0,300.0,,,5.55293267,0.185097756,0.07,0.0006,2.0526,0.0032,0.814430125,0.203607531,Cheng et al. 2000,3200.0,200.0,200.0,yes,yes,,,,yes,yes
223,15,Event; hiatus,34.85,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,yes,,yes,yes,yes
224,15,Event; hiatus,38.3,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,yes,,yes,yes,yes
225,15,MC-ICP-MS U/Th,1.0,,KS08-1-I,calcite,,,75500.0,400.0,400.0,,,yes,704.0,2.0,3600.0,70.0,,,457.1914565,9.254887784,0.7668,0.0029,1.4854,0.0017,0.814430125,0.407215062,Cheng et al. 2000,75400.0,500.0,500.0,yes,,yes,,yes,yes,yes
226,15,MC-ICP-MS U/Th,1.5,,KS08-1-1-2,calcite,,,79500.0,400.0,400.0,,,yes,1837.0,5.0,2500.0,50.0,,,1776.938454,37.01955113,0.7993,0.0024,1.4925,0.0021,0.814430125,0.407215062,Cheng et al. 2000,79400.0,500.0,500.0,yes,,yes,,yes,yes,yes
227,15,MC-ICP-MS U/Th,3.0,,KS08-1-II,calcite,,,81900.0,500.0,500.0,,,yes,3521.0,10.0,3880.0,80.0,,,2239.682844,55.5293267,0.8074,0.0033,1.4763,0.0017,0.814430125,0.407215062,Cheng et al. 2000,81900.0,600.0,600.0,yes,,yes,,yes,yes,yes
228,15,MC-ICP-MS U/Th,4.0,,KS08-1-IV,calcite,,,82800.0,500.0,500.0,,,yes,43800.0,20.0,6100.0,100.0,,,1795.44823,37.01955113,0.8157,0.0036,1.4809,0.0018,0.814430125,0.407215062,Cheng et al. 2000,82700.0,700.0,700.0,yes,,yes,,yes,yes,yes
229,15,MC-ICP-MS U/Th,5.0,,KS08-1-III,calcite,,,83400.0,500.0,500.0,,,yes,2889.0,8.0,44700.0,900.0,,,181.3958006,3.701955113,0.9184,0.0037,1.6469,0.0018,0.814430125,0.407215062,Cheng et al. 2000,83100.0,600.0,600.0,yes,,yes,,yes,yes,yes
230,15,MC-ICP-MS U/Th,5.3,,KS08-1-1,calcite,,,93000.0,400.0,400.0,,,yes,228.3,0.3,30800.0,600.0,,,26.28388131,0.555293267,1.1578,0.003,1.9071,0.0019,0.814430125,0.407215062,Cheng et al. 2000,91100.0,1700.0,1700.0,yes,,yes,,yes,yes,yes
231,15,MC-ICP-MS U/Th,8.5,,KS08-1-T,calcite,,,95000.0,400.0,400.0,,,yes,202.6,0.3,5410.0,60.0,,,141.2295876,1.480782045,1.2355,0.0032,1.9991,0.0028,0.814430125,0.407215062,Cheng et al. 2000,94600.0,600.0,600.0,yes,,yes,,yes,yes,yes
232,15,MC-ICP-MS U/Th,12.2,,KS08-1-2,calcite,,,97400.0,300.0,300.0,,,yes,485.9,0.6,4620.0,90.0,,,379.4503991,7.403910227,1.1832,0.0022,1.8899,0.0017,0.814430125,0.407215062,Cheng et al. 2000,97200.0,400.0,400.0,yes,,yes,,yes,yes,yes
233,15,MC-ICP-MS U/Th,18.0,,KS08-1-3,calcite,,,99200.0,300.0,300.0,,,yes,363.4,0.5,2000.0,40.0,,,549.7403344,11.10586534,0.9926,0.0019,1.5855,0.0015,0.814430125,0.407215062,Cheng et al. 2000,99100.0,400.0,400.0,yes,,yes,,yes,yes,yes
234,15,MC-ICP-MS U/Th,23.5,,KS08-1-4-1,calcite,,,101500.0,300.0,300.0,,,yes,649.4,0.9,2870.0,60.0,,,640.4382346,12.9568429,0.9285,0.0017,1.4702,0.0018,0.814430125,0.407215062,Cheng et al. 2000,101400.0,400.0,400.0,yes,,yes,,yes,yes,yes
235,15,MC-ICP-MS U/Th,30.5,,KS08-1-4,calcite,,,102400.0,400.0,400.0,,,yes,2440.0,3.0,6600.0,200.0,,,943.9985539,18.50977557,0.8397,0.0018,1.3338,0.0013,0.814430125,0.407215062,Cheng et al. 2000,102300.0,500.0,500.0,yes,,yes,,yes,yes,yes
236,15,MC-ICP-MS U/Th,32.5,,KS08-1-5-1,calcite,,,103300.0,500.0,500.0,,,yes,2241.0,5.0,4090.0,80.0,,,1425.252719,37.01955113,0.8539,0.0021,1.3477,0.0018,0.814430125,0.407215062,Cheng et al. 2000,103200.0,600.0,600.0,yes,,yes,,yes,yes,yes
237,15,MC-ICP-MS U/Th,33.8,,KS08-1-51A,calcite,,,104100.0,600.0,600.0,,,yes,2839.0,7.0,16900.0,400.0,,,453.4895014,9.254887784,0.8862,0.003,1.3881,0.0016,0.814430125,0.407215062,Cheng et al. 2000,103900.0,800.0,800.0,yes,,yes,,yes,yes,yes
238,15,MC-ICP-MS U/Th,35.6,,KS08-1-51C,calcite,,,121300.0,1000.0,1000.0,,,yes,856.0,3.0,10000.0,200.0,,,270.2427233,5.55293267,1.0357,0.0044,1.4701,0.003,0.814430125,0.407215062,Cheng et al. 2000,121000.0,1300.0,1300.0,yes,,yes,,yes,yes,yes
239,15,MC-ICP-MS U/Th,36.5,,KS08-1-5-2,calcite,,,122300.0,500.0,500.0,,,yes,1023.0,2.0,8200.0,200.0,,,386.8543094,7.403910227,1.0161,0.002,1.4384,0.0017,0.814430125,0.407215062,Cheng et al. 2000,122100.0,600.0,600.0,yes,,yes,,yes,yes,yes
240,15,MC-ICP-MS U/Th,37.5,,KS08-1-52A,calcite,,,124000.0,600.0,600.0,,,yes,1569.0,3.0,3190.0,70.0,,,1499.291821,37.01955113,0.9941,0.0027,1.3998,0.0016,0.814430125,0.407215062,Cheng et al. 2000,123900.0,800.0,800.0,yes,,yes,,yes,yes,yes
